sys1_polBas_0004.rec ( 4791 Echant/voies ) Période acquisition :100ms
Date :10/07/2023 09:50:48
Temps	y[V]	u[V]	phi[V]	
0,000000	-6,3136e-005	5,9931e+001	1,7432e-002	
100,000000	-4,8404e-005	5,9939e+001	2,5369e-002	
200,000000	-2,1811e-005	5,9931e+001	3,2536e-002	
300,000000	4,0178e-006	5,9939e+001	3,9048e-002	
400,000000	-3,1951e-005	5,9924e+001	4,4996e-002	
500,000000	-5,4527e-005	5,9931e+001	5,0447e-002	
600,000000	-6,4093e-005	5,9927e+001	5,5457e-002	
700,000000	-6,4284e-005	5,9943e+001	6,0044e-002	
800,000000	-2,6594e-005	5,9943e+001	6,4322e-002	
900,000000	-1,1479e-005	5,9939e+001	6,8263e-002	
1000,000000	-1,3966e-005	5,9927e+001	7,1950e-002	
1100,000000	-2,8507e-005	5,9931e+001	7,5290e-002	
1200,000000	-6,3136e-005	5,9939e+001	7,8414e-002	
1300,000000	-6,8684e-005	5,9931e+001	8,1304e-002	
1400,000000	-4,2091e-005	5,9935e+001	8,3987e-002	
1500,000000	-2,6976e-005	5,9931e+001	8,6454e-002	
1600,000000	-4,2091e-006	5,9935e+001	8,8790e-002	
1700,000000	-1,7984e-005	5,9931e+001	9,0976e-002	
1800,000000	-5,7588e-005	5,9927e+001	9,3012e-002	
1900,000000	-5,8353e-005	5,9935e+001	9,4907e-002	
2000,000000	-5,8927e-005	5,9931e+001	9,6653e-002	
2100,000000	-1,8750e-005	5,9935e+001	9,8351e-002	
2200,000000	6,5049e-006	5,9935e+001	9,9992e-002	
2300,000000	-1,2053e-005	5,9935e+001	1,0151e-001	
2400,000000	-4,0560e-005	5,9935e+001	1,0298e-001	
2500,000000	-4,7448e-005	5,9931e+001	1,0432e-001	
2600,000000	-4,9552e-005	5,9927e+001	1,0561e-001	
2700,000000	-5,3570e-006	5,9931e+001	1,0686e-001	
2800,000000	9,1834e-006	5,9931e+001	1,0805e-001	
2900,000000	-6,1223e-006	5,9946e+001	1,0919e-001	
3000,000000	-2,6594e-005	5,9935e+001	1,1030e-001	
3100,000000	-5,0318e-005	5,9943e+001	1,1129e-001	
3200,000000	-4,7448e-005	5,9935e+001	1,1227e-001	
3300,000000	-1,3775e-005	5,9931e+001	1,1323e-001	
3400,000000	7,4615e-006	5,9935e+001	1,1413e-001	
3500,000000	8,8008e-006	5,9939e+001	1,1504e-001	
3600,000000	9,1834e-006	5,9924e+001	1,1590e-001	
3700,000000	-2,7550e-005	5,9946e+001	1,1670e-001	
3800,000000	-3,8073e-005	5,9927e+001	1,1748e-001	
3900,000000	-3,1377e-005	5,9939e+001	1,1822e-001	
4000,000000	-1,9515e-005	5,9931e+001	1,1892e-001	
4100,000000	8,2268e-006	5,9935e+001	1,1959e-001	
4200,000000	2,9272e-005	5,9935e+001	1,2025e-001	
4300,000000	1,8367e-005	5,9943e+001	1,2089e-001	
4400,000000	1,6262e-005	5,9927e+001	1,2154e-001	
4500,000000	-1,7219e-005	5,9924e+001	1,2212e-001	
4600,000000	-3,0994e-005	5,9927e+001	1,2268e-001	
4700,000000	-1,6262e-005	5,9931e+001	1,2318e-001	
4800,000000	-8,6095e-006	5,9939e+001	1,2372e-001	
4900,000000	1,8558e-005	5,9935e+001	1,2421e-001	
5000,000000	4,4387e-005	5,9927e+001	1,2470e-001	
5100,000000	4,0369e-005	5,9943e+001	1,2515e-001	
5200,000000	4,5535e-005	5,9927e+001	1,2562e-001	
5300,000000	3,0420e-005	5,9931e+001	1,2606e-001	
5400,000000	3,4438e-006	5,9935e+001	1,2645e-001	
5500,000000	1,7219e-006	5,9931e+001	1,2687e-001	
5600,000000	-1,0523e-005	5,9931e+001	1,2723e-001	
5700,000000	-9,5661e-006	5,9943e+001	1,2758e-001	
5800,000000	1,6071e-005	5,9927e+001	1,2795e-001	
5900,000000	2,6785e-005	5,9935e+001	1,2826e-001	
6000,000000	5,3761e-005	5,9927e+001	1,2861e-001	
6100,000000	5,9884e-005	5,9931e+001	1,2895e-001	
6200,000000	5,7970e-005	5,9935e+001	1,2925e-001	
6300,000000	6,9832e-005	5,9931e+001	1,2958e-001	
6400,000000	6,4475e-005	5,9935e+001	1,2987e-001	
6500,000000	6,5815e-005	5,9939e+001	1,3016e-001	
6600,000000	7,2320e-005	5,9931e+001	1,3044e-001	
6700,000000	5,2613e-005	5,9943e+001	1,3071e-001	
6800,000000	6,4284e-005	5,9939e+001	1,3094e-001	
6900,000000	5,9118e-005	5,9939e+001	1,3120e-001	
7000,000000	6,1223e-005	5,9931e+001	1,3146e-001	
7100,000000	6,1988e-005	5,9931e+001	1,3168e-001	
7200,000000	5,3379e-005	5,9924e+001	1,3190e-001	
7300,000000	7,3276e-005	5,9927e+001	1,3213e-001	
7400,000000	6,9067e-005	5,9935e+001	1,3231e-001	
7500,000000	7,5189e-005	5,9931e+001	1,3255e-001	
7600,000000	7,5572e-005	5,9935e+001	1,3274e-001	
7700,000000	8,2842e-005	5,9927e+001	1,3295e-001	
7800,000000	9,1452e-005	5,9931e+001	1,3315e-001	
7900,000000	8,7243e-005	5,9931e+001	1,3334e-001	
8000,000000	1,0159e-004	5,9931e+001	1,3350e-001	
8100,000000	9,9296e-005	5,9927e+001	1,3370e-001	
8200,000000	1,0102e-004	5,9931e+001	1,3384e-001	
8300,000000	9,8913e-005	5,9931e+001	1,3400e-001	
8400,000000	9,8913e-005	5,9935e+001	1,3415e-001	
8500,000000	9,8148e-005	5,9935e+001	1,3434e-001	
8600,000000	8,5138e-005	5,9935e+001	1,3450e-001	
8700,000000	9,0878e-005	5,9935e+001	1,3463e-001	
8800,000000	7,2702e-005	5,9939e+001	1,3478e-001	
8900,000000	8,4564e-005	5,9943e+001	1,3496e-001	
9000,000000	6,3710e-005	5,9935e+001	1,3506e-001	
9100,000000	7,8059e-005	5,9935e+001	1,3521e-001	
9200,000000	6,4475e-005	5,9927e+001	1,3533e-001	
9300,000000	7,1172e-005	5,9931e+001	1,3551e-001	
9400,000000	6,8302e-005	5,9943e+001	1,3559e-001	
9500,000000	7,3659e-005	5,9935e+001	1,3573e-001	
9600,000000	6,8302e-005	5,9931e+001	1,3587e-001	
9700,000000	7,5381e-005	5,9931e+001	1,3598e-001	
9800,000000	7,1746e-005	5,9931e+001	1,3610e-001	
9900,000000	8,3608e-005	5,9927e+001	1,3624e-001	
10000,000000	7,1363e-005	5,9927e+001	1,3631e-001	
10100,000000	8,1312e-005	5,9935e+001	1,3647e-001	
10200,000000	7,7868e-005	5,9935e+001	1,3657e-001	
10300,000000	8,5521e-005	5,9935e+001	1,3667e-001	
10400,000000	7,8251e-005	5,9950e+001	1,3674e-001	
10500,000000	9,1452e-005	5,9931e+001	1,3687e-001	
10600,000000	7,8633e-005	5,9927e+001	1,3696e-001	
10700,000000	9,1452e-005	5,9935e+001	1,3705e-001	
10800,000000	8,4947e-005	5,9931e+001	1,3713e-001	
10900,000000	8,8965e-005	5,9935e+001	1,3727e-001	
11000,000000	7,5763e-005	5,9931e+001	1,3734e-001	
11100,000000	8,9156e-005	5,9931e+001	1,3741e-001	
11200,000000	8,4182e-005	5,9931e+001	1,3751e-001	
11300,000000	1,0408e-004	5,9935e+001	1,3760e-001	
11400,000000	1,0484e-004	5,9935e+001	1,3765e-001	
11500,000000	1,1613e-004	5,9935e+001	1,3776e-001	
11600,000000	1,2952e-004	5,9939e+001	1,3788e-001	
11700,000000	1,3201e-004	5,9935e+001	1,3791e-001	
11800,000000	1,4540e-004	5,9946e+001	1,3800e-001	
11900,000000	1,5248e-004	5,9931e+001	1,3807e-001	
12000,000000	1,5650e-004	5,9935e+001	1,3819e-001	
12100,000000	1,4866e-004	5,9939e+001	1,3827e-001	
12200,000000	1,5459e-004	5,9931e+001	1,3835e-001	
12300,000000	1,3622e-004	5,9931e+001	1,3839e-001	
12400,000000	1,3259e-004	5,9931e+001	1,3850e-001	
12500,000000	1,2512e-004	5,9943e+001	1,3856e-001	
12600,000000	1,1039e-004	5,9931e+001	1,3861e-001	
12700,000000	1,1441e-004	5,9931e+001	1,3867e-001	
12800,000000	1,0676e-004	5,9931e+001	1,3873e-001	
12900,000000	1,3163e-004	5,9935e+001	1,3880e-001	
13000,000000	1,4158e-004	5,9935e+001	1,3885e-001	
13100,000000	1,6913e-004	5,9931e+001	1,3890e-001	
13200,000000	1,6989e-004	5,9927e+001	1,3898e-001	
13300,000000	1,7812e-004	5,9927e+001	1,3903e-001	
13400,000000	1,7908e-004	5,9927e+001	1,3913e-001	
13500,000000	1,5937e-004	5,9931e+001	1,3918e-001	
13600,000000	1,4655e-004	5,9939e+001	1,3928e-001	
13700,000000	1,2034e-004	5,9935e+001	1,3929e-001	
13800,000000	1,2991e-004	5,9931e+001	1,3934e-001	
13900,000000	1,4694e-004	5,9931e+001	1,3939e-001	
14000,000000	1,6760e-004	5,9939e+001	1,3943e-001	
14100,000000	1,9496e-004	5,9931e+001	1,3953e-001	
14200,000000	1,9477e-004	5,9924e+001	1,3956e-001	
14300,000000	1,8252e-004	5,9943e+001	1,3961e-001	
14400,000000	1,6128e-004	5,9935e+001	1,3969e-001	
14500,000000	1,3660e-004	5,9931e+001	1,3970e-001	
14600,000000	1,4961e-004	5,9927e+001	1,3980e-001	
14700,000000	1,5535e-004	5,9927e+001	1,3983e-001	
14800,000000	1,7812e-004	5,9939e+001	1,3986e-001	
14900,000000	2,0280e-004	5,9927e+001	1,3991e-001	
15000,000000	2,0012e-004	5,9927e+001	1,3997e-001	
15100,000000	1,7774e-004	5,9927e+001	1,4001e-001	
15200,000000	1,6033e-004	5,9935e+001	1,4007e-001	
15300,000000	1,3909e-004	5,9927e+001	1,4011e-001	
15400,000000	1,7774e-004	5,9935e+001	1,4014e-001	
15500,000000	2,1084e-004	5,9935e+001	1,4018e-001	
15600,000000	2,0797e-004	5,9927e+001	1,4021e-001	
15700,000000	1,8214e-004	5,9935e+001	1,4029e-001	
15800,000000	1,5765e-004	5,9939e+001	1,4032e-001	
15900,000000	1,8979e-004	5,9935e+001	1,4033e-001	
16000,000000	2,2461e-004	5,9939e+001	1,4041e-001	
16100,000000	2,0988e-004	5,9924e+001	1,4045e-001	
16200,000000	1,6281e-004	5,9931e+001	1,4048e-001	
16300,000000	1,8654e-004	5,9939e+001	1,4050e-001	
