sys1_polBas_0005.rec ( 4793 Echant/voies ) Période acquisition :100ms
Date :11/07/2023 10:23:31
Temps	y[V]	u[V]	phi[V]	
0,000000	-7,1363e-005	-2,2695e-002	-7,5055e-005	
100,000000	-1,4158e-005	-1,5130e-002	-4,6910e-005	
200,000000	-3,6925e-005	-2,6478e-002	-7,5055e-005	
300,000000	-7,2320e-005	-1,8913e-002	-7,5055e-005	
400,000000	-2,4872e-005	-1,1348e-002	-9,3819e-005	
500,000000	-4,1899e-005	-2,6478e-002	-1,1258e-004	
600,000000	-6,3710e-005	-2,6478e-002	-7,5055e-005	
700,000000	-2,2385e-005	-1,8913e-002	-9,3819e-005	
800,000000	-5,3953e-005	-1,8913e-002	-8,4437e-005	
900,000000	-6,2180e-005	-2,6478e-002	-7,5055e-005	
1000,000000	-1,3393e-005	-2,6478e-002	-6,5673e-005	
1100,000000	-4,7830e-005	-1,5130e-002	-9,3819e-005	
1200,000000	-7,0406e-005	-2,6478e-002	-7,5055e-005	
1300,000000	-1,9132e-005	-1,5130e-002	-6,5673e-005	
1400,000000	-3,8456e-005	-3,0261e-002	-9,3819e-005	
1500,000000	-6,2371e-005	-3,0261e-002	-4,6910e-005	
1600,000000	-3,1185e-005	-2,2695e-002	-8,4437e-005	
1700,000000	-4,2665e-005	-2,2695e-002	-1,2196e-004	
1800,000000	-6,3901e-005	-2,6478e-002	-5,6292e-005	
1900,000000	-2,2193e-005	-2,2695e-002	-3,7528e-005	
2000,000000	-3,6925e-005	-2,6478e-002	-1,1258e-004	
2100,000000	-7,2702e-005	-2,6478e-002	-6,5673e-005	
2200,000000	-2,8507e-005	-1,5130e-002	-1,0320e-004	
2300,000000	-2,6785e-005	-1,8913e-002	-8,4437e-005	
2400,000000	-6,9832e-005	-2,6478e-002	-8,4437e-005	
2500,000000	-3,6925e-005	-1,5130e-002	-6,5673e-005	
2600,000000	-2,9846e-005	-2,6478e-002	-1,2196e-004	
2700,000000	-7,1172e-005	-2,6478e-002	-5,6292e-005	
2800,000000	-3,0420e-005	-3,7826e-002	-5,6292e-005	
2900,000000	-1,8176e-005	-1,5130e-002	-7,5055e-005	
3000,000000	-7,0215e-005	-2,2695e-002	-7,5055e-005	
3100,000000	-5,3187e-005	-2,6478e-002	-5,6292e-005	
3200,000000	-1,6645e-005	-2,2695e-002	-9,3819e-005	
3300,000000	-4,0560e-005	-2,6478e-002	-7,5055e-005	
3400,000000	-5,6249e-005	-2,6478e-002	-4,6910e-005	
3500,000000	-2,6785e-005	-3,0261e-002	-6,5673e-005	
3600,000000	-3,1377e-005	-3,0261e-002	-1,1258e-004	
3700,000000	-7,4233e-005	-2,2695e-002	-5,6292e-005	
3800,000000	-2,4680e-005	-1,8913e-002	-5,6292e-005	
3900,000000	-1,7984e-005	-1,8913e-002	-1,1258e-004	
4000,000000	-6,5432e-005	-2,6478e-002	-9,3819e-005	
4100,000000	-5,4718e-005	-1,8913e-002	-5,6292e-005	
4200,000000	-1,6836e-005	-2,6478e-002	-1,0320e-004	
