sys2_polBas_0003.rec ( 4790 Echant/voies ) Période acquisition :100ms
Date :10/07/2023 14:56:26
Temps	y[V]	u[V]	phi[V]	
0,000000	-6,2371e-005	2,9901e+001	9,0629e-003	
100,000000	-3,9604e-005	2,9901e+001	1,4082e-002	
200,000000	-4,5343e-005	2,9905e+001	1,8511e-002	
300,000000	-2,4872e-005	2,9897e+001	2,2310e-002	
400,000000	-4,2473e-005	2,9901e+001	2,5134e-002	
500,000000	-3,5395e-005	2,9901e+001	2,7386e-002	
600,000000	-5,0892e-005	2,9905e+001	2,9759e-002	
700,000000	-4,1325e-005	2,9901e+001	3,2264e-002	
800,000000	-3,7499e-005	2,9905e+001	3,4601e-002	
900,000000	-1,6836e-005	2,9905e+001	3,6777e-002	
1000,000000	-6,5049e-006	2,9897e+001	3,8841e-002	
1100,000000	5,7396e-006	2,9897e+001	4,0783e-002	
1200,000000	1,3584e-005	2,9905e+001	4,2585e-002	
1300,000000	2,4872e-005	2,9901e+001	4,4217e-002	
1400,000000	1,7984e-005	2,9897e+001	4,5709e-002	
1500,000000	2,5828e-005	2,9905e+001	4,7022e-002	
1600,000000	2,6785e-005	2,9894e+001	4,8270e-002	
1700,000000	1,8750e-005	2,9901e+001	4,9377e-002	
1800,000000	4,2473e-005	2,9901e+001	5,0418e-002	
1900,000000	3,9604e-005	2,9901e+001	5,1366e-002	
2000,000000	6,7345e-005	2,9901e+001	5,2285e-002	
2100,000000	7,1937e-005	2,9901e+001	5,3130e-002	
2200,000000	9,2408e-005	2,9905e+001	5,3937e-002	
2300,000000	1,0331e-004	2,9897e+001	5,4650e-002	
2400,000000	1,2417e-004	2,9897e+001	5,5363e-002	
2500,000000	1,2914e-004	2,9901e+001	5,6001e-002	
2600,000000	1,2838e-004	2,9905e+001	5,6610e-002	
2700,000000	1,3354e-004	2,9897e+001	5,7202e-002	
2800,000000	1,2206e-004	2,9901e+001	5,7708e-002	
2900,000000	1,4043e-004	2,9901e+001	5,8262e-002	
3000,000000	1,4407e-004	2,9905e+001	5,8721e-002	
3100,000000	1,6492e-004	2,9913e+001	5,9219e-002	
3200,000000	1,7429e-004	2,9901e+001	5,9669e-002	
3300,000000	1,9209e-004	2,9890e+001	6,0054e-002	
3400,000000	2,0644e-004	2,9905e+001	6,0466e-002	
3500,000000	1,9706e-004	2,9897e+001	6,0823e-002	
3600,000000	2,0758e-004	2,9897e+001	6,1217e-002	
3700,000000	2,0624e-004	2,9901e+001	6,1536e-002	
3800,000000	2,1428e-004	2,9905e+001	6,1836e-002	
3900,000000	2,0969e-004	2,9894e+001	6,2136e-002	
4000,000000	2,1906e-004	2,9905e+001	6,2437e-002	
4100,000000	2,4413e-004	2,9909e+001	6,2737e-002	
