sys2_polBas_0002.rec ( 4791 Echant/voies ) Période acquisition :100ms
Date :10/07/2023 10:19:59
Temps	y[V]	u[V]	phi[V]	
0,000000	-5,5483e-006	1,9934e+001	4,5408e-003	
100,000000	1,5306e-006	1,9919e+001	6,9332e-003	
200,000000	2,4872e-006	1,9911e+001	9,1380e-003	
300,000000	-1,1288e-005	1,9919e+001	1,1071e-002	
400,000000	-1,0905e-005	1,9911e+001	1,2769e-002	
500,000000	-1,9323e-005	1,9915e+001	1,4317e-002	
600,000000	-2,8890e-005	1,9911e+001	1,5640e-002	
700,000000	-4,4004e-006	1,9919e+001	1,6869e-002	
800,000000	-9,5661e-007	1,9927e+001	1,7929e-002	
900,000000	5,9310e-006	1,9915e+001	1,8914e-002	
1000,000000	2,6594e-005	1,9919e+001	1,9768e-002	
1100,000000	2,3150e-005	1,9915e+001	2,0499e-002	
1200,000000	2,2576e-005	1,9915e+001	2,1128e-002	
1300,000000	1,7793e-005	1,9919e+001	2,1775e-002	
1400,000000	4,2091e-006	1,9930e+001	2,2282e-002	
1500,000000	0,0000e+000	1,9923e+001	2,2732e-002	
1600,000000	1,1671e-005	1,9915e+001	2,3126e-002	
1700,000000	1,2436e-005	1,9915e+001	2,3492e-002	
1800,000000	2,1045e-005	1,9919e+001	2,3783e-002	
1900,000000	4,8022e-005	1,9923e+001	2,4018e-002	
2000,000000	4,2282e-005	1,9919e+001	2,4243e-002	
2100,000000	5,8736e-005	1,9911e+001	2,4449e-002	
2200,000000	6,0075e-005	1,9919e+001	2,4646e-002	
2300,000000	4,7448e-005	1,9923e+001	2,4806e-002	
2400,000000	5,7588e-005	1,9927e+001	2,5012e-002	
2500,000000	4,4195e-005	1,9915e+001	2,5190e-002	
2600,000000	4,4769e-005	1,9927e+001	2,5387e-002	
2700,000000	6,0649e-005	1,9919e+001	2,5613e-002	
2800,000000	6,9450e-005	1,9915e+001	2,5772e-002	
2900,000000	7,9207e-005	1,9911e+001	2,5988e-002	
3000,000000	9,2791e-005	1,9915e+001	2,6166e-002	
3100,000000	9,1452e-005	1,9919e+001	2,6307e-002	
3200,000000	9,0686e-005	1,9927e+001	2,6495e-002	
3300,000000	9,5470e-005	1,9919e+001	2,6682e-002	
3400,000000	7,7868e-005	1,9915e+001	2,6832e-002	
3500,000000	7,9972e-005	1,9927e+001	2,7020e-002	
3600,000000	8,3416e-005	1,9923e+001	2,7179e-002	
3700,000000	8,1503e-005	1,9915e+001	2,7320e-002	
3800,000000	1,1441e-004	1,9919e+001	2,7470e-002	
3900,000000	1,1824e-004	1,9919e+001	2,7630e-002	
4000,000000	1,2340e-004	1,9908e+001	2,7724e-002	
4100,000000	1,3431e-004	1,9919e+001	2,7883e-002	
4200,000000	1,1671e-004	1,9915e+001	2,7977e-002	
4300,000000	1,0446e-004	1,9915e+001	2,8071e-002	
4400,000000	1,1307e-004	1,9911e+001	2,8211e-002	
4500,000000	1,0178e-004	1,9923e+001	2,8352e-002	
4600,000000	1,2436e-004	1,9923e+001	2,8446e-002	
4700,000000	1,3794e-004	1,9911e+001	2,8577e-002	
4800,000000	1,4196e-004	1,9908e+001	2,8652e-002	
4900,000000	1,5535e-004	1,9915e+001	2,8756e-002	
5000,000000	1,4732e-004	1,9915e+001	2,8859e-002	
5100,000000	1,3354e-004	1,9923e+001	2,8915e-002	
5200,000000	1,4177e-004	1,9915e+001	2,9028e-002	
5300,000000	1,4158e-004	1,9923e+001	2,9131e-002	
5400,000000	1,4081e-004	1,9915e+001	2,9225e-002	
5500,000000	1,7123e-004	1,9919e+001	2,9290e-002	
5600,000000	1,6090e-004	1,9919e+001	2,9384e-002	
5700,000000	1,7142e-004	1,9923e+001	2,9450e-002	
5800,000000	1,6951e-004	1,9915e+001	2,9534e-002	
5900,000000	1,4789e-004	1,9919e+001	2,9553e-002	
6000,000000	1,5000e-004	1,9927e+001	2,9675e-002	
6100,000000	1,5650e-004	1,9915e+001	2,9741e-002	
6200,000000	1,6435e-004	1,9919e+001	2,9788e-002	
6300,000000	1,9037e-004	1,9934e+001	2,9872e-002	
6400,000000	1,9075e-004	1,9923e+001	2,9938e-002	
6500,000000	1,8022e-004	1,9923e+001	2,9938e-002	
6600,000000	1,8061e-004	1,9930e+001	3,0032e-002	
6700,000000	1,6951e-004	1,9915e+001	3,0088e-002	
6800,000000	1,6435e-004	1,9923e+001	3,0153e-002	
6900,000000	1,8730e-004	1,9915e+001	3,0219e-002	
7000,000000	1,9457e-004	1,9919e+001	3,0285e-002	
7100,000000	2,0701e-004	1,9919e+001	3,0304e-002	
7200,000000	2,0835e-004	1,9915e+001	3,0379e-002	
7300,000000	1,8883e-004	1,9923e+001	3,0416e-002	
7400,000000	1,8233e-004	1,9908e+001	3,0454e-002	
7500,000000	1,8635e-004	1,9919e+001	3,0501e-002	
7600,000000	1,9056e-004	1,9923e+001	3,0548e-002	
7700,000000	2,0376e-004	1,9923e+001	3,0641e-002	
7800,000000	2,2155e-004	1,9915e+001	3,0651e-002	
7900,000000	2,0988e-004	1,9919e+001	3,0679e-002	
8000,000000	1,9515e-004	1,9915e+001	3,0707e-002	
8100,000000	1,9897e-004	1,9919e+001	3,0754e-002	
8200,000000	2,1428e-004	1,9919e+001	3,0801e-002	
8300,000000	2,1543e-004	1,9923e+001	3,0867e-002	
8400,000000	2,3265e-004	1,9915e+001	3,0904e-002	
8500,000000	2,2098e-004	1,9923e+001	3,0923e-002	
8600,000000	2,0701e-004	1,9911e+001	3,0960e-002	
8700,000000	2,1237e-004	1,9923e+001	3,0979e-002	
8800,000000	2,1294e-004	1,9919e+001	3,1026e-002	
8900,000000	2,2901e-004	1,9927e+001	3,1045e-002	
9000,000000	2,4432e-004	1,9923e+001	3,1110e-002	
9100,000000	2,2614e-004	1,9923e+001	3,1110e-002	
9200,000000	2,0988e-004	1,9908e+001	3,1148e-002	
9300,000000	2,2404e-004	1,9923e+001	3,1214e-002	
9400,000000	2,3093e-004	1,9915e+001	3,1223e-002	
9500,000000	2,4757e-004	1,9919e+001	3,1251e-002	
9600,000000	2,4872e-004	1,9911e+001	3,1289e-002	
9700,000000	2,3054e-004	1,9919e+001	3,1289e-002	
9800,000000	2,1371e-004	1,9923e+001	3,1317e-002	
9900,000000	2,3896e-004	1,9919e+001	3,1383e-002	
10000,000000	2,5446e-004	1,9915e+001	3,1392e-002	
10100,000000	2,3973e-004	1,9923e+001	3,1411e-002	
10200,000000	2,3016e-004	1,9915e+001	3,1448e-002	
10300,000000	2,3628e-004	1,9919e+001	3,1467e-002	
10400,000000	2,4987e-004	1,9919e+001	3,1514e-002	
10500,000000	2,5408e-004	1,9919e+001	3,1504e-002	
10600,000000	2,3800e-004	1,9923e+001	3,1533e-002	
10700,000000	2,2978e-004	1,9923e+001	3,1570e-002	
10800,000000	2,5580e-004	1,9911e+001	3,1580e-002	
10900,000000	2,6096e-004	1,9927e+001	3,1598e-002	
11000,000000	2,3150e-004	1,9923e+001	3,1608e-002	
11100,000000	2,4432e-004	1,9919e+001	3,1645e-002	
11200,000000	2,6919e-004	1,9911e+001	3,1692e-002	
11300,000000	2,5178e-004	1,9911e+001	3,1664e-002	
11400,000000	2,4240e-004	1,9919e+001	3,1720e-002	
11500,000000	2,5235e-004	1,9915e+001	3,1748e-002	
11600,000000	2,6115e-004	1,9927e+001	3,1786e-002	
11700,000000	2,6900e-004	1,9923e+001	3,1777e-002	
11800,000000	2,5790e-004	1,9915e+001	3,1805e-002	
11900,000000	2,3456e-004	1,9911e+001	3,1805e-002	
12000,000000	2,6268e-004	1,9911e+001	3,1861e-002	
12100,000000	2,7665e-004	1,9923e+001	3,1889e-002	
12200,000000	2,7015e-004	1,9919e+001	3,1889e-002	
12300,000000	2,6422e-004	1,9923e+001	3,1899e-002	
12400,000000	2,5369e-004	1,9911e+001	3,1917e-002	
12500,000000	2,5752e-004	1,9919e+001	3,1936e-002	
12600,000000	2,8564e-004	1,9911e+001	3,2011e-002	
12700,000000	2,8296e-004	1,9919e+001	3,1974e-002	
12800,000000	2,6594e-004	1,9923e+001	3,1992e-002	
12900,000000	2,6632e-004	1,9911e+001	3,2020e-002	
13000,000000	2,6364e-004	1,9923e+001	3,2030e-002	
13100,000000	2,8182e-004	1,9911e+001	3,2058e-002	
13200,000000	2,9406e-004	1,9919e+001	3,2058e-002	
13300,000000	2,8143e-004	1,9923e+001	3,2067e-002	
13400,000000	2,5981e-004	1,9915e+001	3,2096e-002	
13500,000000	2,7340e-004	1,9919e+001	3,2105e-002	
13600,000000	2,8316e-004	1,9923e+001	3,2114e-002	
13700,000000	2,9062e-004	1,9911e+001	3,2114e-002	
13800,000000	2,9597e-004	1,9911e+001	3,2133e-002	
13900,000000	2,7665e-004	1,9911e+001	3,2142e-002	
14000,000000	2,6919e-004	1,9919e+001	3,2161e-002	
14100,000000	2,8909e-004	1,9919e+001	3,2218e-002	
14200,000000	2,9310e-004	1,9911e+001	3,2227e-002	
14300,000000	2,9540e-004	1,9923e+001	3,2199e-002	
14400,000000	2,9425e-004	1,9919e+001	3,2218e-002	
14500,000000	2,8086e-004	1,9919e+001	3,2255e-002	
14600,000000	2,7952e-004	1,9915e+001	3,2255e-002	
14700,000000	3,0382e-004	1,9915e+001	3,2283e-002	
14800,000000	2,9999e-004	1,9915e+001	3,2311e-002	
14900,000000	2,8163e-004	1,9919e+001	3,2264e-002	
15000,000000	2,8450e-004	1,9911e+001	3,2311e-002	
15100,000000	2,8564e-004	1,9923e+001	3,2339e-002	
15200,000000	2,9100e-004	1,9923e+001	3,2330e-002	
15300,000000	2,9980e-004	1,9923e+001	3,2339e-002	
15400,000000	2,8966e-004	1,9915e+001	3,2368e-002	
15500,000000	2,6709e-004	1,9908e+001	3,2330e-002	
15600,000000	2,8488e-004	1,9919e+001	3,2433e-002	
15700,000000	3,0707e-004	1,9915e+001	3,2415e-002	
15800,000000	3,0133e-004	1,9919e+001	3,2405e-002	
15900,000000	2,8335e-004	1,9927e+001	3,2405e-002	
16000,000000	2,8411e-004	1,9919e+001	3,2424e-002	
16100,000000	2,8392e-004	1,9915e+001	3,2461e-002	
16200,000000	2,9904e-004	1,9923e+001	3,2461e-002	
16300,000000	3,1549e-004	1,9915e+001	3,2471e-002	
16400,000000	2,9636e-004	1,9919e+001	3,2443e-002	
16500,000000	2,8909e-004	1,9911e+001	3,2480e-002	
16600,000000	2,9655e-004	1,9919e+001	3,2518e-002	
16700,000000	3,0860e-004	1,9911e+001	3,2536e-002	
16800,000000	3,0956e-004	1,9919e+001	3,2536e-002	
16900,000000	3,0095e-004	1,9915e+001	3,2546e-002	
17000,000000	2,9100e-004	1,9915e+001	3,2536e-002	
17100,000000	3,1396e-004	1,9923e+001	3,2555e-002	
17200,000000	3,2812e-004	1,9915e+001	3,2574e-002	
17300,000000	3,0363e-004	1,9927e+001	3,2555e-002	
17400,000000	2,9425e-004	1,9923e+001	3,2583e-002	
17500,000000	3,2486e-004	1,9923e+001	3,2593e-002	
17600,000000	3,2372e-004	1,9919e+001	3,2583e-002	
17700,000000	2,9483e-004	1,9908e+001	3,2593e-002	
17800,000000	3,0516e-004	1,9911e+001	3,2630e-002	
17900,000000	3,2735e-004	1,9915e+001	3,2630e-002	
18000,000000	3,1453e-004	1,9919e+001	3,2612e-002	
18100,000000	2,9846e-004	1,9919e+001	3,2649e-002	
18200,000000	3,1874e-004	1,9919e+001	3,2668e-002	
18300,000000	3,3060e-004	1,9919e+001	3,2658e-002	
18400,000000	3,1338e-004	1,9915e+001	3,2668e-002	
18500,000000	3,0745e-004	1,9919e+001	3,2705e-002	
18600,000000	3,1798e-004	1,9927e+001	3,2743e-002	
18700,000000	3,2926e-004	1,9915e+001	3,2705e-002	
18800,000000	3,2066e-004	1,9919e+001	3,2724e-002	
18900,000000	3,0745e-004	1,9911e+001	3,2715e-002	
19000,000000	3,2257e-004	1,9919e+001	3,2762e-002	
19100,000000	3,3768e-004	1,9923e+001	3,2743e-002	
19200,000000	3,1415e-004	1,9919e+001	3,2734e-002	
19300,000000	3,0286e-004	1,9911e+001	3,2771e-002	
19400,000000	3,3730e-004	1,9923e+001	3,2771e-002	
19500,000000	3,3137e-004	1,9923e+001	3,2762e-002	
19600,000000	3,0363e-004	1,9923e+001	3,2752e-002	
19700,000000	3,2773e-004	1,5811e+000	3,2837e-002	
19800,000000	3,3500e-004	-1,5130e-002	3,2349e-002	
19900,000000	3,4017e-004	-2,2695e-002	3,0754e-002	
20000,000000	3,4380e-004	-3,0261e-002	2,8709e-002	
20100,000000	3,4725e-004	-2,6478e-002	2,6645e-002	
20200,000000	3,5222e-004	-2,6478e-002	2,4674e-002	
20300,000000	3,4361e-004	-2,6478e-002	2,2911e-002	
20400,000000	3,3787e-004	-2,2695e-002	2,1297e-002	
20500,000000	3,3328e-004	-3,0261e-002	1,9852e-002	
20600,000000	3,2525e-004	-2,6478e-002	1,8595e-002	
20700,000000	3,1932e-004	-2,6478e-002	1,7347e-002	
20800,000000	3,0822e-004	-3,0261e-002	1,6287e-002	
20900,000000	3,0057e-004	-3,4043e-002	1,5321e-002	
21000,000000	2,9597e-004	-2,6478e-002	1,4458e-002	
21100,000000	3,0095e-004	-3,0261e-002	1,3651e-002	
21200,000000	3,0956e-004	-3,4043e-002	1,2938e-002	
21300,000000	3,1568e-004	-3,0261e-002	1,2243e-002	
21400,000000	3,1779e-004	-3,4043e-002	1,1624e-002	
21500,000000	3,1109e-004	-2,2695e-002	1,1024e-002	
21600,000000	2,9789e-004	-3,0261e-002	1,0498e-002	
21700,000000	2,8163e-004	-3,4043e-002	1,0020e-002	
21800,000000	2,7531e-004	-3,4043e-002	9,5696e-003	
21900,000000	2,7053e-004	-2,2695e-002	9,1568e-003	
22000,000000	2,7455e-004	-3,7826e-002	8,8096e-003	
22100,000000	2,8985e-004	-2,2695e-002	8,4625e-003	
22200,000000	2,9597e-004	-2,6478e-002	8,1341e-003	
22300,000000	2,9291e-004	-3,4043e-002	7,8245e-003	
22400,000000	2,7971e-004	-2,2695e-002	7,5149e-003	
22500,000000	2,7034e-004	-3,0261e-002	7,2335e-003	
22600,000000	2,5618e-004	-3,4043e-002	6,9895e-003	
22700,000000	2,5235e-004	-3,0261e-002	6,7737e-003	
22800,000000	2,6096e-004	-3,0261e-002	6,5955e-003	
22900,000000	2,7225e-004	-3,0261e-002	6,3797e-003	
23000,000000	2,7742e-004	-2,2695e-002	6,1733e-003	
23100,000000	2,7034e-004	-3,0261e-002	5,9763e-003	
23200,000000	2,5388e-004	-3,0261e-002	5,8356e-003	
23300,000000	2,3800e-004	-3,0261e-002	5,6292e-003	
23400,000000	2,3093e-004	-3,0261e-002	5,4790e-003	
23500,000000	2,2939e-004	-3,0261e-002	5,3477e-003	
23600,000000	2,3475e-004	-2,2695e-002	5,1976e-003	
23700,000000	2,3953e-004	-3,7826e-002	5,0944e-003	
23800,000000	2,4680e-004	-3,4043e-002	4,9443e-003	
23900,000000	2,4795e-004	-3,0261e-002	4,8598e-003	
24000,000000	2,4432e-004	-2,6478e-002	4,6910e-003	
24100,000000	2,3571e-004	-3,7826e-002	4,5878e-003	
24200,000000	2,2633e-004	-3,0261e-002	4,5033e-003	
24300,000000	2,1887e-004	-1,8913e-002	4,4001e-003	
24400,000000	2,1275e-004	-3,0261e-002	4,2688e-003	
24500,000000	2,0491e-004	-2,2695e-002	4,2125e-003	
24600,000000	1,9802e-004	-2,6478e-002	4,0905e-003	
24700,000000	1,9859e-004	-3,4043e-002	4,0155e-003	
24800,000000	1,9209e-004	-3,0261e-002	3,9498e-003	
24900,000000	1,8807e-004	-1,8913e-002	3,8560e-003	
25000,000000	1,8960e-004	-2,6478e-002	3,8184e-003	
25100,000000	1,9304e-004	-3,7826e-002	3,6965e-003	
25200,000000	1,9151e-004	-2,2695e-002	3,6496e-003	
25300,000000	1,9285e-004	-3,0261e-002	3,6120e-003	
25400,000000	1,9630e-004	-3,7826e-002	3,5276e-003	
25500,000000	1,9591e-004	-3,4043e-002	3,4619e-003	
25600,000000	1,9477e-004	-3,4043e-002	3,4150e-003	
25700,000000	2,0242e-004	-3,4043e-002	3,3493e-003	
