sys1_isoPla_0003.rec ( 6091 Echant/voies ) Période acquisition :100ms
Date :24/07/2023 10:38:19
Temps	y_back[V]	u[V]	phi[V]	y_front[V]	
5700,000000	1,3393e-005	-2,2695e-002	-1,5949e-004	5,4527e-005	
5800,000000	6,6963e-006	-3,0261e-002	-1,5011e-004	3,2525e-006	
5900,000000	-1,1479e-006	-1,8913e-002	-1,6887e-004	6,8876e-006	
6000,000000	3,4821e-005	-3,7826e-002	-1,9702e-004	7,8442e-006	
6100,000000	4,7256e-005	-2,6478e-002	-1,6887e-004	4,6682e-005	
6200,000000	-5,3570e-006	-2,6478e-002	-1,5949e-004	2,1237e-005	
6300,000000	-1,3393e-006	-2,6478e-002	-1,5949e-004	-1,0331e-005	
6400,000000	8,6095e-006	-1,8913e-002	-1,8764e-004	9,5661e-006	
6500,000000	5,1848e-005	-2,6478e-002	-1,8764e-004	2,1237e-005	
6600,000000	5,3953e-005	-3,0261e-002	-1,7826e-004	3,5777e-005	
6700,000000	3,0994e-005	-2,6478e-002	-1,5011e-004	4,6491e-005	
6800,000000	-3,6351e-006	-1,5130e-002	-1,4073e-004	2,9272e-005	
6900,000000	2,4489e-005	-2,2695e-002	-1,7826e-004	2,1045e-006	
7000,000000	1,3201e-005	-2,2695e-002	-1,8764e-004	1,5880e-005	
7100,000000	3,9795e-005	-2,6478e-002	-1,6887e-004	1,3393e-005	
7200,000000	2,5446e-005	-3,0261e-002	-1,6887e-004	5,0509e-005	
7300,000000	4,2091e-005	-3,4043e-002	-1,3135e-004	2,3724e-005	
7400,000000	-1,5306e-006	-3,0261e-002	-1,6887e-004	3,3099e-005	
7500,000000	1,8367e-005	-1,8913e-002	-1,5011e-004	-1,0140e-005	
7600,000000	5,1657e-005	-2,2695e-002	-2,1578e-004	2,5828e-005	
7700,000000	5,0509e-005	-1,5130e-002	-1,5949e-004	5,5483e-005	
7800,000000	3,5777e-005	-3,0261e-002	-1,5949e-004	5,3953e-005	
7900,000000	-3,4438e-006	-1,8913e-002	-1,4073e-004	1,5114e-005	
8000,000000	-3,6351e-006	-1,8913e-002	-1,5949e-004	1,8941e-005	
8100,000000	1,9706e-005	-1,8913e-002	-1,6887e-004	-5,3570e-006	
8200,000000	5,7205e-005	-1,5130e-002	-1,7826e-004	3,6734e-005	
8300,000000	9,3748e-006	-2,6478e-002	-1,7826e-004	5,0700e-005	
8400,000000	2,7742e-005	-3,0261e-002	-1,4073e-004	-7,4615e-006	
8500,000000	-1,1479e-006	-1,8913e-002	-1,6887e-004	6,5049e-006	
8600,000000	3,5203e-005	-2,2695e-002	-1,6887e-004	1,5306e-005	
8700,000000	4,4387e-005	-2,6478e-002	-1,7826e-004	5,0700e-005	
8800,000000	4,2856e-005	-3,7826e-002	-1,4073e-004	5,4527e-005	
8900,000000	-3,8264e-006	-2,2695e-002	-1,5949e-004	1,4158e-005	
9000,000000	2,5828e-005	-1,5130e-002	-1,7826e-004	-2,6785e-006	
9100,000000	3,4821e-005	-1,5130e-002	-1,8764e-004	4,5535e-005	
9200,000000	4,8213e-005	-2,6478e-002	-1,5011e-004	4,6682e-005	
9300,000000	2,8698e-006	-2,2695e-002	-1,5949e-004	3,0420e-005	
9400,000000	5,1657e-006	-2,6478e-002	-1,5011e-004	-6,6963e-006	
9500,000000	1,5114e-005	-2,2695e-002	-2,0640e-004	-9,3748e-006	
9600,000000	4,5535e-005	-1,8913e-002	-1,8764e-004	3,4629e-005	
9700,000000	5,1657e-006	3,6706e+001	-2,1578e-004	5,1848e-005	
9800,000000	5,7205e-005	3,9952e+001	1,5386e-003	4,0752e-005	
9900,000000	4,8404e-005	3,9955e+001	5,8074e-003	5,2039e-005	
10000,000000	4,8404e-005	3,9959e+001	9,9261e-003	7,2702e-005	
10100,000000	3,7882e-005	3,9955e+001	1,3472e-002	8,1120e-005	
10200,000000	3,3673e-005	3,9963e+001	1,6700e-002	6,4858e-005	
10300,000000	4,4004e-005	3,9952e+001	1,9852e-002	7,5381e-005	
10400,000000	3,8647e-005	3,9948e+001	2,2554e-002	8,0929e-005	
10500,000000	1,1097e-005	3,9944e+001	2,5068e-002	1,0599e-004	
10600,000000	6,6963e-006	3,9948e+001	2,7358e-002	1,0159e-004	
10700,000000	3,4438e-006	3,9952e+001	2,9628e-002	1,1843e-004	
10800,000000	1,7028e-005	3,9955e+001	3,1561e-002	1,1958e-004	
10900,000000	-7,6529e-006	3,9944e+001	3,3325e-002	1,5574e-004	
11000,000000	6,8876e-006	3,9948e+001	3,5117e-002	1,6760e-004	
11100,000000	-2,6785e-006	3,9948e+001	3,6646e-002	1,5344e-004	
11200,000000	3,0803e-005	3,9959e+001	3,8053e-002	1,5727e-004	
11300,000000	2,2767e-005	3,9952e+001	3,9338e-002	2,0739e-004	
11400,000000	-2,1045e-006	3,9952e+001	4,0605e-002	1,9649e-004	
11500,000000	4,8978e-005	3,9959e+001	4,1750e-002	2,0586e-004	
11600,000000	4,2473e-005	3,9948e+001	4,2763e-002	2,2519e-004	
11700,000000	2,3150e-005	3,9955e+001	4,3739e-002	2,2346e-004	
11800,000000	2,3724e-005	3,9952e+001	4,4658e-002	2,2997e-004	
11900,000000	6,0840e-005	3,9948e+001	4,5493e-002	2,1237e-004	
12000,000000	4,7256e-005	3,9963e+001	4,6281e-002	2,3035e-004	
12100,000000	5,4527e-005	3,9948e+001	4,7013e-002	2,4202e-004	
12200,000000	5,6249e-005	3,9959e+001	4,7698e-002	2,3647e-004	
12300,000000	4,5917e-005	3,9952e+001	4,8326e-002	2,1237e-004	
12400,000000	6,1797e-005	3,9952e+001	4,8945e-002	2,3284e-004	
12500,000000	5,2039e-005	3,9955e+001	4,9518e-002	2,3265e-004	
12600,000000	3,9030e-005	3,9940e+001	5,0043e-002	2,4929e-004	
12700,000000	5,7205e-005	3,9948e+001	5,0550e-002	2,3207e-004	
12800,000000	5,2805e-005	3,9959e+001	5,1000e-002	2,2404e-004	
12900,000000	1,0714e-005	3,9967e+001	5,1479e-002	2,3820e-004	
13000,000000	2,6785e-005	3,9948e+001	5,1854e-002	2,2959e-004	
13100,000000	3,5012e-005	3,9963e+001	5,2295e-002	2,1371e-004	
13200,000000	3,1185e-005	3,9952e+001	5,2651e-002	2,2461e-004	
13300,000000	1,7028e-005	3,9952e+001	5,3045e-002	2,2939e-004	
13400,000000	1,3393e-005	3,9955e+001	5,3336e-002	2,4508e-004	
13500,000000	4,9744e-006	3,9955e+001	5,3702e-002	2,4527e-004	
13600,000000	5,0318e-005	3,9952e+001	5,4012e-002	2,4030e-004	
13700,000000	4,5535e-005	3,9948e+001	5,4265e-002	2,8851e-004	
13800,000000	3,4821e-005	3,9959e+001	5,4546e-002	2,8316e-004	
13900,000000	3,6925e-005	3,9948e+001	5,4819e-002	2,9368e-004	
14000,000000	6,6580e-005	3,9952e+001	5,5034e-002	2,8048e-004	
14100,000000	5,8927e-005	3,9955e+001	5,5269e-002	2,6096e-004	
14200,000000	6,6006e-005	3,9940e+001	5,5485e-002	2,7531e-004	
14300,000000	4,3047e-005	3,9955e+001	5,5663e-002	2,7799e-004	
14400,000000	2,9272e-005	3,9952e+001	5,5888e-002	2,4087e-004	
14500,000000	4,0178e-005	3,9955e+001	5,6123e-002	2,4527e-004	
14600,000000	4,6682e-005	3,9952e+001	5,6273e-002	2,5159e-004	
14700,000000	2,8316e-005	3,9959e+001	5,6442e-002	2,4413e-004	
14800,000000	1,6836e-005	3,9952e+001	5,6620e-002	2,8507e-004	
14900,000000	2,6020e-005	3,9952e+001	5,6808e-002	2,8545e-004	
15000,000000	7,9590e-005	3,9955e+001	5,6958e-002	2,7799e-004	
15100,000000	5,6249e-005	3,9952e+001	5,7070e-002	2,9884e-004	
15200,000000	6,0649e-005	3,9952e+001	5,7202e-002	3,0439e-004	
15300,000000	6,0266e-005	3,9948e+001	5,7305e-002	3,0765e-004	
15400,000000	7,0215e-005	3,9952e+001	5,7464e-002	2,9980e-004	
15500,000000	6,4858e-005	3,9955e+001	5,7577e-002	2,6976e-004	
15600,000000	6,2754e-005	3,9955e+001	5,7746e-002	2,7397e-004	
15700,000000	4,1517e-005	3,9955e+001	5,7840e-002	2,7034e-004	
15800,000000	2,9081e-005	3,9955e+001	5,7915e-002	2,9846e-004	
15900,000000	2,9846e-005	3,9952e+001	5,8046e-002	2,9387e-004	
16000,000000	3,7308e-005	3,9952e+001	5,8177e-002	3,1052e-004	
16100,000000	9,3939e-005	3,9955e+001	5,8262e-002	2,9884e-004	
16200,000000	8,2842e-005	3,9952e+001	5,8346e-002	3,0324e-004	
16300,000000	7,6337e-005	3,9955e+001	5,8402e-002	3,0152e-004	
16400,000000	5,0126e-005	3,9948e+001	5,8515e-002	3,1109e-004	
16500,000000	6,1032e-005	3,9952e+001	5,8590e-002	2,8143e-004	
16600,000000	5,9118e-005	3,9952e+001	5,8656e-002	2,7015e-004	
16700,000000	5,2613e-005	3,9952e+001	5,8750e-002	2,7895e-004	
16800,000000	4,8978e-005	3,9959e+001	5,8872e-002	2,8335e-004	
16900,000000	5,2996e-005	3,9948e+001	5,8928e-002	3,2085e-004	
17000,000000	4,7256e-005	3,9963e+001	5,8994e-002	3,1377e-004	
17100,000000	9,0495e-005	3,9952e+001	5,9059e-002	3,1262e-004	
17200,000000	8,8773e-005	3,9944e+001	5,9162e-002	3,1568e-004	
17300,000000	1,0083e-004	3,9959e+001	5,9181e-002	3,2525e-004	
17400,000000	9,6043e-005	3,9948e+001	5,9247e-002	3,1912e-004	
17500,000000	6,5241e-005	3,9944e+001	5,9294e-002	3,0688e-004	
17600,000000	4,9361e-005	3,9959e+001	5,9369e-002	2,9559e-004	
17700,000000	4,8978e-005	3,9955e+001	5,9472e-002	3,0095e-004	
17800,000000	7,7103e-005	3,9952e+001	5,9547e-002	2,9712e-004	
17900,000000	7,1554e-005	3,9959e+001	5,9575e-002	3,4266e-004	
18000,000000	7,0598e-005	3,9955e+001	5,9603e-002	3,3156e-004	
18100,000000	7,0406e-005	3,9959e+001	5,9669e-002	3,4055e-004	
18200,000000	9,6809e-005	3,9952e+001	5,9744e-002	3,5203e-004	
18300,000000	9,5661e-005	3,9944e+001	5,9782e-002	3,1147e-004	
18400,000000	9,4322e-005	3,9948e+001	5,9800e-002	3,0305e-004	
18500,000000	5,2996e-005	3,9952e+001	5,9857e-002	2,9272e-004	
18600,000000	3,8838e-005	3,9948e+001	5,9885e-002	3,2219e-004	
18700,000000	5,0892e-005	3,9940e+001	5,9960e-002	3,2984e-004	
18800,000000	6,3710e-005	3,9952e+001	6,0016e-002	3,4227e-004	
18900,000000	1,2149e-004	3,9952e+001	6,0063e-002	3,3730e-004	
19000,000000	1,0810e-004	3,9955e+001	6,0091e-002	3,3386e-004	
19100,000000	9,9487e-005	3,9944e+001	6,0082e-002	3,2965e-004	
19200,000000	6,9450e-005	3,9955e+001	6,0138e-002	3,3405e-004	
19300,000000	7,3850e-005	3,9940e+001	6,0194e-002	3,0765e-004	
19400,000000	8,0546e-005	3,9952e+001	6,0269e-002	3,1166e-004	
19500,000000	6,9258e-005	3,9967e+001	6,0307e-002	3,1492e-004	
19600,000000	8,3416e-005	3,9955e+001	6,0316e-002	2,9674e-004	
19700,000000	7,0024e-005	3,9952e+001	6,0363e-002	3,4629e-004	
19800,000000	7,0789e-005	3,9952e+001	6,0391e-002	3,5280e-004	
19900,000000	1,2034e-004	3,9948e+001	6,0448e-002	3,6122e-004	
20000,000000	1,1690e-004	3,9955e+001	6,0476e-002	3,4974e-004	
20100,000000	1,1938e-004	3,9952e+001	6,0466e-002	3,4763e-004	
20200,000000	1,1307e-004	3,9967e+001	6,0504e-002	3,5165e-004	
20300,000000	1,0580e-004	3,9952e+001	6,0560e-002	3,5127e-004	
20400,000000	9,2026e-005	3,9944e+001	6,0588e-002	3,1702e-004	
20500,000000	1,0886e-004	3,9952e+001	6,0598e-002	3,1893e-004	
20600,000000	6,8876e-005	3,9955e+001	6,0663e-002	3,3845e-004	
20700,000000	7,6337e-005	3,9952e+001	6,0692e-002	3,4074e-004	
20800,000000	7,8633e-005	3,9944e+001	6,0739e-002	3,2754e-004	
20900,000000	8,4564e-005	3,9955e+001	6,0767e-002	3,2219e-004	
21000,000000	8,5903e-005	3,9955e+001	6,0757e-002	3,1568e-004	
21100,000000	6,7919e-005	3,9952e+001	6,0804e-002	3,5605e-004	
21200,000000	6,8876e-005	3,9952e+001	6,0842e-002	3,4323e-004	
21300,000000	1,1594e-004	3,9952e+001	6,0889e-002	3,5567e-004	
21400,000000	1,0504e-004	3,9944e+001	6,0936e-002	3,7365e-004	
21500,000000	1,1039e-004	3,9952e+001	6,0907e-002	3,8073e-004	
21600,000000	1,0637e-004	3,9948e+001	6,0954e-002	3,8111e-004	
21700,000000	1,3507e-004	3,9948e+001	6,0973e-002	3,7709e-004	
21800,000000	1,3546e-004	3,9944e+001	6,0982e-002	3,5395e-004	
21900,000000	1,2608e-004	3,9952e+001	6,0982e-002	3,4648e-004	
22000,000000	9,2791e-005	3,9940e+001	6,1011e-002	3,5873e-004	
22100,000000	8,6860e-005	3,9955e+001	6,1058e-002	3,3596e-004	
22200,000000	9,5278e-005	3,9944e+001	6,1095e-002	3,3003e-004	
22300,000000	9,5852e-005	3,9948e+001	6,1161e-002	3,4514e-004	
22400,000000	8,7817e-005	3,9952e+001	6,1114e-002	3,4036e-004	
22500,000000	9,7000e-005	3,9952e+001	6,1151e-002	3,8628e-004	
22600,000000	9,0495e-005	3,9948e+001	6,1198e-002	3,7767e-004	
22700,000000	1,4655e-004	3,9952e+001	6,1198e-002	3,7250e-004	
22800,000000	1,3373e-004	3,9963e+001	6,1245e-002	3,7595e-004	
22900,000000	1,3603e-004	3,9959e+001	6,1208e-002	3,6370e-004	
23000,000000	1,2398e-004	3,9955e+001	6,1226e-002	3,7155e-004	
23100,000000	9,6235e-005	3,9948e+001	6,1264e-002	3,6982e-004	
23200,000000	9,7765e-005	3,9955e+001	6,1330e-002	3,4247e-004	
23300,000000	1,0599e-004	3,9952e+001	6,1339e-002	3,3998e-004	
23400,000000	9,5087e-005	3,9959e+001	6,1358e-002	3,5356e-004	
23500,000000	9,5470e-005	3,9959e+001	6,1386e-002	3,9202e-004	
23600,000000	9,9679e-005	3,9952e+001	6,1405e-002	3,9642e-004	
23700,000000	9,9105e-005	3,9952e+001	6,1386e-002	3,9221e-004	
23800,000000	1,4579e-004	3,9955e+001	6,1433e-002	3,8991e-004	
23900,000000	1,4961e-004	3,9952e+001	6,1452e-002	3,8092e-004	
24000,000000	1,4368e-004	3,9959e+001	6,1461e-002	3,8188e-004	
24100,000000	1,1250e-004	3,9963e+001	6,1461e-002	3,8379e-004	
24200,000000	1,1154e-004	3,9940e+001	6,1461e-002	3,6045e-004	
24300,000000	1,1154e-004	3,9948e+001	6,1527e-002	3,5471e-004	
24400,000000	1,0829e-004	3,9948e+001	6,1564e-002	3,4687e-004	
24500,000000	1,0848e-004	3,9952e+001	6,1583e-002	3,4094e-004	
24600,000000	1,0408e-004	3,9955e+001	6,1574e-002	3,9087e-004	
24700,000000	1,0044e-004	3,9948e+001	6,1592e-002	3,9259e-004	
24800,000000	1,5153e-004	3,9952e+001	6,1611e-002	3,9183e-004	
24900,000000	1,4024e-004	3,9967e+001	6,1658e-002	3,7556e-004	
25000,000000	1,4062e-004	3,9944e+001	6,1611e-002	3,8437e-004	
25100,000000	1,4540e-004	3,9959e+001	6,1639e-002	3,8245e-004	
25200,000000	9,9105e-005	3,9963e+001	6,1686e-002	3,7097e-004	
25300,000000	9,7765e-005	3,9955e+001	6,1677e-002	3,6906e-004	
25400,000000	9,6043e-005	3,9963e+001	6,1742e-002	3,7384e-004	
25500,000000	1,3048e-004	3,9944e+001	6,1771e-002	3,7786e-004	
25600,000000	1,3526e-004	3,9959e+001	6,1771e-002	4,0694e-004	
25700,000000	1,4177e-004	3,9959e+001	6,1733e-002	4,0465e-004	
25800,000000	1,4253e-004	3,9952e+001	6,1752e-002	3,9967e-004	
25900,000000	1,2474e-004	3,9955e+001	6,1771e-002	4,0178e-004	
26000,000000	1,2187e-004	3,9952e+001	6,1789e-002	3,6504e-004	
26100,000000	1,2283e-004	3,9948e+001	6,1827e-002	3,6600e-004	
26200,000000	1,2015e-004	3,9955e+001	6,1864e-002	3,7097e-004	
26300,000000	1,2379e-004	3,9948e+001	6,1846e-002	4,0981e-004	
26400,000000	1,3373e-004	3,9955e+001	6,1864e-002	4,1440e-004	
26500,000000	1,3488e-004	3,9944e+001	6,1864e-002	4,1115e-004	
26600,000000	1,3641e-004	3,9948e+001	6,1883e-002	4,0847e-004	
26700,000000	1,2340e-004	3,9952e+001	6,1855e-002	3,7059e-004	
26800,000000	1,1785e-004	3,9959e+001	6,1939e-002	3,6925e-004	
26900,000000	1,2379e-004	3,9959e+001	6,1939e-002	3,7365e-004	
27000,000000	1,3412e-004	3,9952e+001	6,1958e-002	4,1727e-004	
27100,000000	1,4158e-004	3,9944e+001	6,1939e-002	4,1995e-004	
27200,000000	1,4540e-004	3,9952e+001	6,1939e-002	4,1459e-004	
27300,000000	1,3526e-004	3,9959e+001	6,1986e-002	4,0828e-004	
27400,000000	1,2780e-004	3,9948e+001	6,1986e-002	3,7097e-004	
27500,000000	1,1958e-004	3,9944e+001	6,2024e-002	3,7155e-004	
27600,000000	1,3833e-004	3,9948e+001	6,2024e-002	3,7423e-004	
27700,000000	1,4713e-004	3,9959e+001	6,2071e-002	4,3334e-004	
27800,000000	1,4713e-004	3,9944e+001	6,2024e-002	4,3755e-004	
27900,000000	1,5172e-004	3,9955e+001	6,2061e-002	4,2952e-004	
28000,000000	1,5554e-004	3,9952e+001	6,2061e-002	4,2703e-004	
28100,000000	1,4215e-004	3,9948e+001	6,2080e-002	3,9030e-004	
28200,000000	1,4273e-004	3,9948e+001	6,2090e-002	3,9010e-004	
28300,000000	1,3622e-004	3,9952e+001	6,2127e-002	3,9718e-004	
28400,000000	1,4483e-004	3,9952e+001	6,2155e-002	4,3277e-004	
28500,000000	1,5210e-004	3,9944e+001	6,2118e-002	4,3086e-004	
28600,000000	1,5210e-004	3,9955e+001	6,2146e-002	4,2531e-004	
28700,000000	1,4885e-004	3,9952e+001	6,2127e-002	4,2282e-004	
28800,000000	1,4234e-004	3,9959e+001	6,2146e-002	3,8379e-004	
28900,000000	1,3718e-004	3,9948e+001	6,2183e-002	3,8073e-004	
29000,000000	1,4158e-004	3,9955e+001	6,2183e-002	3,8111e-004	
29100,000000	1,4081e-004	3,9948e+001	6,2212e-002	4,3813e-004	
29200,000000	1,3679e-004	3,9948e+001	6,2230e-002	4,3851e-004	
29300,000000	1,3775e-004	3,9955e+001	6,2240e-002	4,3258e-004	
29400,000000	1,7984e-004	3,9952e+001	6,2230e-002	4,3411e-004	
29500,000000	1,7276e-004	3,9948e+001	6,2249e-002	4,1919e-004	
29600,000000	1,7621e-004	3,9959e+001	6,2240e-002	4,1651e-004	
29700,000000	1,3431e-004	3,9948e+001	6,2212e-002	4,2091e-004	
29800,000000	1,3966e-004	3,9959e+001	6,2249e-002	3,8915e-004	
29900,000000	1,4942e-004	3,9948e+001	6,2268e-002	3,8877e-004	
30000,000000	1,6148e-004	3,9948e+001	6,2315e-002	3,9336e-004	
30100,000000	1,4005e-004	3,9959e+001	6,2305e-002	3,9929e-004	
30200,000000	1,3871e-004	3,9948e+001	6,2315e-002	4,2799e-004	
30300,000000	1,3660e-004	3,9952e+001	6,2352e-002	4,1976e-004	
30400,000000	1,6358e-004	3,9955e+001	6,2380e-002	4,2186e-004	
30500,000000	1,6167e-004	3,9948e+001	6,2380e-002	4,4463e-004	
30600,000000	1,4751e-004	3,9944e+001	6,2324e-002	4,4272e-004	
30700,000000	1,3986e-004	3,9952e+001	6,2380e-002	4,3794e-004	
30800,000000	1,9017e-004	3,9944e+001	6,2380e-002	4,3449e-004	
30900,000000	1,8979e-004	3,9955e+001	6,2390e-002	4,4463e-004	
31000,000000	1,8577e-004	3,9948e+001	6,2399e-002	4,6281e-004	
31100,000000	1,8042e-004	3,9955e+001	6,2409e-002	4,6434e-004	
31200,000000	1,8233e-004	3,9948e+001	6,2437e-002	4,2397e-004	
31300,000000	1,7869e-004	3,9955e+001	6,2409e-002	4,3430e-004	
31400,000000	1,8405e-004	3,9948e+001	6,2418e-002	4,3660e-004	
31500,000000	1,8558e-004	3,9955e+001	6,2427e-002	4,5573e-004	
31600,000000	1,9400e-004	3,9948e+001	6,2484e-002	4,2952e-004	
31700,000000	1,9132e-004	3,9963e+001	6,2465e-002	4,4195e-004	
31800,000000	1,6167e-004	3,9955e+001	6,2455e-002	4,4272e-004	
31900,000000	1,8290e-004	3,9963e+001	6,2474e-002	4,0598e-004	
32000,000000	1,9610e-004	3,9955e+001	6,2474e-002	4,1957e-004	
32100,000000	1,9534e-004	3,9959e+001	6,2474e-002	4,3660e-004	
32200,000000	1,5975e-004	3,9948e+001	6,2502e-002	4,5209e-004	
32300,000000	1,6951e-004	3,9952e+001	6,2521e-002	4,1172e-004	
32400,000000	1,7678e-004	3,9967e+001	6,2512e-002	4,2206e-004	
32500,000000	1,4273e-004	3,9948e+001	6,2502e-002	4,2206e-004	
32600,000000	1,6071e-004	3,9955e+001	6,2502e-002	4,1115e-004	
32700,000000	1,7927e-004	3,9944e+001	6,2549e-002	4,2512e-004	
32800,000000	1,6951e-004	3,9944e+001	6,2559e-002	4,2072e-004	
32900,000000	1,3679e-004	3,9959e+001	6,2577e-002	4,1976e-004	
33000,000000	1,5784e-004	3,9948e+001	6,2568e-002	4,1804e-004	
33100,000000	1,5631e-004	3,9963e+001	6,2606e-002	4,2646e-004	
33200,000000	1,4885e-004	3,9944e+001	6,2606e-002	4,1766e-004	
33300,000000	1,5344e-004	3,9952e+001	6,2606e-002	4,3927e-004	
33400,000000	1,4043e-004	3,9963e+001	6,2643e-002	4,4023e-004	
33500,000000	1,4980e-004	3,9944e+001	6,2643e-002	4,2416e-004	
33600,000000	1,7889e-004	3,9959e+001	6,2643e-002	4,2626e-004	
33700,000000	1,5784e-004	3,9955e+001	6,2652e-002	4,6262e-004	
33800,000000	1,4961e-004	3,9955e+001	6,2643e-002	4,4195e-004	
33900,000000	1,7544e-004	3,9955e+001	6,2709e-002	4,3028e-004	
34000,000000	1,7200e-004	3,9952e+001	6,2671e-002	4,5745e-004	
34100,000000	1,5937e-004	3,9952e+001	6,2671e-002	4,6338e-004	
34200,000000	1,4789e-004	3,9948e+001	6,2718e-002	4,4425e-004	
34300,000000	1,8099e-004	3,9955e+001	6,2699e-002	4,3583e-004	
34400,000000	1,7334e-004	3,9948e+001	6,2699e-002	4,7295e-004	
34500,000000	1,6664e-004	3,9944e+001	6,2699e-002	4,6300e-004	
34600,000000	1,8673e-004	3,9955e+001	6,2728e-002	4,4578e-004	
34700,000000	1,7908e-004	3,9959e+001	6,2737e-002	4,5439e-004	
