sys2_polBas_0004.rec ( 4791 Echant/voies ) Période acquisition :100ms
Date :10/07/2023 17:32:35
Temps	y[V]	u[V]	phi[V]	
0,000000	-2,1619e-005	1,9927e+001	5,5729e-003	
100,000000	-2,6594e-005	1,9919e+001	7,9934e-003	
200,000000	-2,8698e-005	1,9923e+001	1,0161e-002	
300,000000	-3,0229e-005	1,9919e+001	1,2075e-002	
400,000000	-3,0420e-005	1,9919e+001	1,3735e-002	
500,000000	-3,7690e-005	1,9919e+001	1,5264e-002	
600,000000	-3,2525e-005	1,9919e+001	1,6568e-002	
700,000000	-3,4821e-005	1,9923e+001	1,7751e-002	
800,000000	-2,6020e-005	1,9915e+001	1,8773e-002	
900,000000	-2,0663e-005	1,9915e+001	1,9702e-002	
1000,000000	-1,6836e-005	1,9919e+001	2,0537e-002	
1100,000000	-9,5661e-006	1,9923e+001	2,1278e-002	
1200,000000	-1,3393e-006	1,9923e+001	2,1897e-002	
1300,000000	2,2959e-006	1,9923e+001	2,2451e-002	
1400,000000	7,2702e-006	1,9919e+001	2,2948e-002	
1500,000000	1,2819e-005	1,9930e+001	2,3399e-002	
1600,000000	1,3966e-005	1,9930e+001	2,3793e-002	
1700,000000	1,7219e-005	1,9923e+001	2,4121e-002	
1800,000000	1,5497e-005	1,9919e+001	2,4431e-002	
1900,000000	1,6645e-005	1,9927e+001	2,4759e-002	
2000,000000	1,6645e-005	1,9923e+001	2,5040e-002	
2100,000000	9,1834e-006	1,9919e+001	2,5303e-002	
2200,000000	1,4158e-005	1,9911e+001	2,5584e-002	
2300,000000	2,6020e-005	1,9919e+001	2,5838e-002	
2400,000000	3,5968e-005	1,9927e+001	2,6110e-002	
2500,000000	4,5726e-005	1,9915e+001	2,6344e-002	
2600,000000	5,3187e-005	1,9923e+001	2,6579e-002	
2700,000000	4,8022e-005	1,9915e+001	2,6795e-002	
2800,000000	4,6300e-005	1,9911e+001	2,7039e-002	
2900,000000	4,1517e-005	1,9915e+001	2,7283e-002	
3000,000000	3,8456e-005	1,9919e+001	2,7480e-002	
3100,000000	5,2039e-005	1,9915e+001	2,7724e-002	
3200,000000	6,1223e-005	1,9923e+001	2,7883e-002	
3300,000000	8,4947e-005	1,9923e+001	2,8061e-002	
3400,000000	8,3034e-005	1,9923e+001	2,8211e-002	
3500,000000	7,6529e-005	1,9919e+001	2,8418e-002	
3600,000000	6,8876e-005	1,9923e+001	2,8577e-002	
3700,000000	6,6963e-005	1,9923e+001	2,8774e-002	
3800,000000	8,2460e-005	1,9927e+001	2,8924e-002	
3900,000000	1,0025e-004	1,9923e+001	2,9037e-002	
4000,000000	1,0484e-004	1,9919e+001	2,9187e-002	
4100,000000	9,6235e-005	1,9923e+001	2,9309e-002	
4200,000000	8,9730e-005	1,9923e+001	2,9469e-002	
4300,000000	1,0370e-004	1,9919e+001	2,9591e-002	
4400,000000	1,2532e-004	1,9915e+001	2,9694e-002	
4500,000000	1,1977e-004	1,9927e+001	2,9797e-002	
4600,000000	1,1135e-004	1,9915e+001	2,9919e-002	
4700,000000	1,0905e-004	1,9919e+001	3,0022e-002	
4800,000000	1,2704e-004	1,9915e+001	3,0144e-002	
4900,000000	1,2685e-004	1,9908e+001	3,0210e-002	
5000,000000	1,0829e-004	1,9919e+001	3,0332e-002	
5100,000000	1,1078e-004	1,9919e+001	3,0454e-002	
5200,000000	1,3890e-004	1,9919e+001	3,0510e-002	
5300,000000	1,4158e-004	1,9915e+001	3,0604e-002	
5400,000000	1,2072e-004	1,9927e+001	3,0707e-002	
5500,000000	1,3603e-004	1,9923e+001	3,0763e-002	
5600,000000	1,6568e-004	1,9923e+001	3,0848e-002	
5700,000000	1,5363e-004	1,9923e+001	3,0904e-002	
5800,000000	1,2704e-004	1,9923e+001	3,1007e-002	
5900,000000	1,3890e-004	1,9915e+001	3,1073e-002	
6000,000000	1,5994e-004	1,9915e+001	3,1157e-002	
6100,000000	1,4961e-004	1,9915e+001	3,1195e-002	
6200,000000	1,3966e-004	1,9919e+001	3,1279e-002	
6300,000000	1,5114e-004	1,9923e+001	3,1364e-002	
6400,000000	1,6683e-004	1,9927e+001	3,1420e-002	
6500,000000	1,7889e-004	1,9923e+001	3,1467e-002	
6600,000000	1,5401e-004	1,9915e+001	3,1533e-002	
6700,000000	1,4789e-004	1,9927e+001	3,1626e-002	
6800,000000	1,6415e-004	1,9919e+001	3,1655e-002	
6900,000000	1,7965e-004	1,9915e+001	3,1711e-002	
7000,000000	1,7602e-004	1,9927e+001	3,1739e-002	
7100,000000	1,5822e-004	1,9911e+001	3,1833e-002	
7200,000000	1,7391e-004	1,9927e+001	3,1870e-002	
7300,000000	1,8405e-004	1,9911e+001	3,1917e-002	
7400,000000	1,9017e-004	1,9923e+001	3,1992e-002	
7500,000000	1,7008e-004	1,9927e+001	3,2058e-002	
7600,000000	1,6951e-004	1,9919e+001	3,2077e-002	
7700,000000	1,7410e-004	1,9923e+001	3,2142e-002	
7800,000000	2,0242e-004	1,9923e+001	3,2161e-002	
7900,000000	1,9783e-004	1,9923e+001	3,2199e-002	
8000,000000	1,8443e-004	1,9923e+001	3,2246e-002	
8100,000000	1,7276e-004	1,9919e+001	3,2302e-002	
8200,000000	1,9266e-004	1,9923e+001	3,2339e-002	
8300,000000	2,1141e-004	1,9923e+001	3,2396e-002	
8400,000000	2,1753e-004	1,9915e+001	3,2358e-002	
8500,000000	1,9056e-004	1,9919e+001	3,2424e-002	
8600,000000	1,8042e-004	1,9923e+001	3,2508e-002	
8700,000000	1,9285e-004	1,9919e+001	3,2536e-002	
8800,000000	2,1811e-004	1,9919e+001	3,2546e-002	
8900,000000	2,1830e-004	1,9927e+001	3,2536e-002	
9000,000000	1,9228e-004	1,9915e+001	3,2640e-002	
9100,000000	1,8807e-004	1,9923e+001	3,2687e-002	
9200,000000	2,1045e-004	1,9919e+001	3,2696e-002	
9300,000000	2,2442e-004	1,9919e+001	3,2696e-002	
9400,000000	2,2442e-004	1,9923e+001	3,2734e-002	
9500,000000	1,9744e-004	1,9919e+001	3,2809e-002	
9600,000000	1,9515e-004	1,9923e+001	3,2855e-002	
9700,000000	2,2212e-004	1,9669e-001	3,2865e-002	
9800,000000	2,1562e-004	-7,5652e-003	3,2039e-002	
9900,000000	2,2155e-004	-1,8913e-002	3,0172e-002	
10000,000000	2,1275e-004	-1,5130e-002	2,7968e-002	
10100,000000	2,1275e-004	-2,2695e-002	2,5847e-002	
10200,000000	2,1409e-004	-1,8913e-002	2,3877e-002	
10300,000000	2,0911e-004	-2,2695e-002	2,2094e-002	
10400,000000	2,1466e-004	-2,2695e-002	2,0471e-002	
10500,000000	2,0433e-004	-2,6478e-002	1,9045e-002	
10600,000000	2,1065e-004	-1,8913e-002	1,7704e-002	
10700,000000	1,9955e-004	-1,8913e-002	1,6522e-002	
10800,000000	2,0969e-004	-1,5130e-002	1,5452e-002	
10900,000000	2,0051e-004	-3,0261e-002	1,4476e-002	
11000,000000	2,1141e-004	-1,8913e-002	1,3557e-002	
11100,000000	2,1371e-004	-7,5652e-003	1,2769e-002	
11200,000000	2,1619e-004	-3,0261e-002	1,2046e-002	
11300,000000	2,1925e-004	-3,0261e-002	1,1362e-002	
11400,000000	2,1906e-004	-3,0261e-002	1,0752e-002	
11500,000000	2,2385e-004	-1,8913e-002	1,0179e-002	
11600,000000	2,1103e-004	-2,2695e-002	9,6915e-003	
11700,000000	2,0797e-004	-1,1348e-002	9,2037e-003	
11800,000000	1,9591e-004	-2,2695e-002	8,7815e-003	
11900,000000	1,9381e-004	-3,0261e-002	8,3874e-003	
12000,000000	1,8022e-004	-1,8913e-002	8,0122e-003	
12100,000000	1,8922e-004	-2,2695e-002	7,6463e-003	
12200,000000	1,6932e-004	-2,2695e-002	7,3836e-003	
12300,000000	1,7659e-004	-2,2695e-002	7,0458e-003	
12400,000000	1,7410e-004	-2,2695e-002	6,8019e-003	
12500,000000	1,6664e-004	-2,2695e-002	6,5392e-003	
12600,000000	1,6549e-004	-2,2695e-002	6,2671e-003	
12700,000000	1,6281e-004	-2,2695e-002	6,0420e-003	
12800,000000	1,6396e-004	-2,2695e-002	5,8543e-003	
12900,000000	1,4636e-004	-1,8913e-002	5,6667e-003	
13000,000000	1,5899e-004	-7,5652e-003	5,4321e-003	
13100,000000	1,5229e-004	-2,2695e-002	5,2820e-003	
13200,000000	1,4713e-004	-1,8913e-002	5,1131e-003	
13300,000000	1,5153e-004	-1,5130e-002	4,9443e-003	
13400,000000	1,3679e-004	-1,8913e-002	4,8223e-003	
13500,000000	1,4980e-004	-2,2695e-002	4,6722e-003	
13600,000000	1,3259e-004	-1,8913e-002	4,5408e-003	
13700,000000	1,3373e-004	-1,8913e-002	4,4095e-003	
13800,000000	1,3220e-004	-3,4043e-002	4,2782e-003	
13900,000000	1,2589e-004	-1,1348e-002	4,1937e-003	
14000,000000	1,3507e-004	-2,6478e-002	4,0624e-003	
14100,000000	1,2264e-004	-1,8913e-002	3,9967e-003	
14200,000000	1,1862e-004	-2,2695e-002	3,8747e-003	
14300,000000	1,2704e-004	-1,5130e-002	3,7715e-003	
14400,000000	1,1958e-004	-2,2695e-002	3,6777e-003	
14500,000000	1,2512e-004	-2,6478e-002	3,5839e-003	
14600,000000	1,1824e-004	-1,8913e-002	3,5088e-003	
14700,000000	1,1824e-004	-2,2695e-002	3,4432e-003	
