sys2_isoBas_0001.rec ( 6091 Echant/voies ) Période acquisition :100ms
Date :31/08/2023 10:38:11
Temps	y[V]	u[V]	phi[V]	y_avant[V]	
154300,000000	4,9782e-004	3,9952e+001	1,8261e-002	9,4551e-004	
154400,000000	4,7008e-004	3,9959e+001	1,8340e-002	8,9271e-004	
154500,000000	5,2480e-004	3,9955e+001	1,8386e-002	9,0457e-004	
154600,000000	4,6893e-004	3,9967e+001	1,8439e-002	9,0342e-004	
154700,000000	4,7524e-004	3,9963e+001	1,8469e-002	9,4876e-004	
154800,000000	4,6453e-004	3,9948e+001	1,8530e-002	9,2600e-004	
154900,000000	5,2939e-004	3,9955e+001	1,8564e-002	9,0878e-004	
155000,000000	4,8347e-004	3,9952e+001	1,8640e-002	8,9232e-004	
155100,000000	5,0853e-004	3,9959e+001	1,8659e-002	9,5316e-004	
155200,000000	4,6606e-004	3,9948e+001	1,8697e-002	9,3365e-004	
155300,000000	5,2652e-004	3,9963e+001	1,8746e-002	9,4532e-004	
155400,000000	5,0719e-004	3,9963e+001	1,8796e-002	9,0074e-004	
155500,000000	5,2613e-004	3,9959e+001	1,8826e-002	9,0782e-004	
155600,000000	4,7295e-004	3,9959e+001	1,8887e-002	9,4035e-004	
155700,000000	5,1944e-004	3,9944e+001	1,8883e-002	9,6407e-004	
155800,000000	4,9571e-004	3,9955e+001	1,8944e-002	9,1394e-004	
155900,000000	5,3934e-004	3,9963e+001	1,8974e-002	9,3384e-004	
156000,000000	4,8768e-004	3,9952e+001	1,9027e-002	9,2447e-004	
156100,000000	5,0088e-004	3,9955e+001	1,9023e-002	9,7746e-004	
156200,000000	4,7256e-004	3,9955e+001	1,9058e-002	9,6694e-004	
156300,000000	5,3800e-004	3,9948e+001	1,9080e-002	9,6158e-004	
156400,000000	5,0987e-004	3,9955e+001	1,9126e-002	9,1834e-004	
156500,000000	5,1638e-004	3,9955e+001	1,9145e-002	9,6809e-004	
156600,000000	4,7658e-004	3,9959e+001	1,9149e-002	9,3441e-004	
156700,000000	5,2422e-004	3,9955e+001	1,9179e-002	9,7995e-004	
156800,000000	4,8768e-004	3,9963e+001	1,9232e-002	9,2561e-004	
156900,000000	5,4087e-004	3,9959e+001	1,9262e-002	9,4762e-004	
157000,000000	4,9036e-004	3,9952e+001	1,9304e-002	9,4915e-004	
157100,000000	5,1580e-004	3,9955e+001	1,9270e-002	9,8952e-004	
157200,000000	4,8232e-004	3,9963e+001	1,9312e-002	9,3767e-004	
157300,000000	5,4833e-004	3,9955e+001	1,9338e-002	9,5737e-004	
157400,000000	5,0719e-004	3,9952e+001	1,9376e-002	9,4130e-004	
157500,000000	5,1676e-004	3,9952e+001	1,9376e-002	9,9736e-004	
157600,000000	4,9151e-004	3,9963e+001	1,9395e-002	9,8263e-004	
157700,000000	5,5349e-004	3,9948e+001	1,9418e-002	9,7115e-004	
157800,000000	5,0739e-004	3,9948e+001	1,9464e-002	9,4723e-004	
157900,000000	5,1561e-004	3,9944e+001	1,9445e-002	1,0042e-003	
158000,000000	4,9629e-004	3,9959e+001	1,9471e-002	9,9966e-004	
158100,000000	5,6134e-004	3,9963e+001	1,9501e-002	9,6330e-004	
158200,000000	5,4718e-004	3,9955e+001	1,9509e-002	9,6790e-004	
158300,000000	5,0566e-004	3,9963e+001	1,9528e-002	9,5125e-004	
158400,000000	5,2652e-004	3,9959e+001	1,9528e-002	1,0020e-003	
158500,000000	5,5349e-004	3,9959e+001	1,9562e-002	9,5240e-004	
158600,000000	5,5713e-004	3,9959e+001	1,9574e-002	9,9277e-004	
158700,000000	5,0298e-004	3,9955e+001	1,9574e-002	9,7746e-004	
158800,000000	5,2499e-004	4,4483e+000	1,9657e-002	9,9851e-004	
158900,000000	5,1676e-004	-1,3996e-001	1,9335e-002	9,9602e-004	
159000,000000	4,8806e-004	7,5652e-003	1,8731e-002	9,4972e-004	
159100,000000	4,9457e-004	-3,0261e-002	1,7957e-002	9,2810e-004	
159200,000000	5,1504e-004	-2,2695e-002	1,7111e-002	9,2217e-004	
159300,000000	5,4546e-004	-2,2695e-002	1,6307e-002	9,1643e-004	
159400,000000	5,2403e-004	-3,7826e-003	1,5544e-002	8,4545e-004	
159500,000000	5,1140e-004	-1,8913e-002	1,4759e-002	8,2613e-004	
159600,000000	5,6669e-004	-1,5130e-002	1,4004e-002	8,2115e-004	
159700,000000	5,5407e-004	-1,5130e-002	1,3344e-002	8,0355e-004	
159800,000000	5,5885e-004	-7,5652e-003	1,2611e-002	7,6280e-004	
159900,000000	5,6038e-004	-2,2695e-002	1,1970e-002	7,4080e-004	
160000,000000	5,2977e-004	-2,2695e-002	1,1394e-002	7,3468e-004	
160100,000000	5,3130e-004	-1,5130e-002	1,0870e-002	7,7772e-004	
160200,000000	5,4527e-004	-7,5652e-003	1,0259e-002	7,5591e-004	
160300,000000	5,2403e-004	-1,1348e-002	9,7545e-003	7,4635e-004	
160400,000000	5,1159e-004	-3,7826e-003	9,2765e-003	6,8187e-004	
160500,000000	5,0739e-004	-1,1348e-002	8,8515e-003	6,6637e-004	
160600,000000	5,0834e-004	-1,1348e-002	8,4228e-003	6,5509e-004	
160700,000000	5,6172e-004	-1,8913e-002	8,0282e-003	6,6350e-004	
160800,000000	5,5024e-004	-1,5130e-002	7,6678e-003	6,9105e-004	
160900,000000	5,6478e-004	-1,5130e-002	7,2656e-003	6,6810e-004	
161000,000000	5,1179e-004	-1,5130e-002	6,9166e-003	6,7383e-004	
161100,000000	5,0011e-004	-1,8913e-002	6,6244e-003	6,3844e-004	
161200,000000	4,9667e-004	-2,6478e-002	6,3588e-003	6,1586e-004	
161300,000000	5,1083e-004	-3,0261e-002	6,0743e-003	6,0993e-004	
161400,000000	5,4890e-004	-2,2695e-002	5,8201e-003	6,1606e-004	
161500,000000	5,3283e-004	-1,5130e-002	5,6038e-003	6,2907e-004	
161600,000000	5,5273e-004	-1,5130e-002	5,3003e-003	6,0439e-004	
161700,000000	5,0547e-004	-2,2695e-002	5,0537e-003	6,2849e-004	
161800,000000	4,9131e-004	-1,5130e-002	4,8792e-003	6,0018e-004	
161900,000000	5,0165e-004	-1,5130e-002	4,6970e-003	5,8315e-004	
162000,000000	4,9552e-004	-1,5130e-002	4,5263e-003	5,9597e-004	
162100,000000	5,4527e-004	-1,1348e-002	4,3328e-003	6,0381e-004	
162200,000000	5,4393e-004	-7,5652e-003	4,1621e-003	5,5885e-004	
162300,000000	5,5847e-004	-2,2695e-002	3,9989e-003	5,5598e-004	
162400,000000	4,9438e-004	-1,1348e-002	3,8586e-003	5,6057e-004	
162500,000000	5,0184e-004	-1,5130e-002	3,7258e-003	6,0228e-004	
162600,000000	5,2001e-004	-1,1348e-002	3,5588e-003	5,9731e-004	
162700,000000	5,1906e-004	-1,8913e-002	3,4526e-003	6,0247e-004	
162800,000000	4,9227e-004	-1,5130e-002	3,3312e-003	5,9118e-004	
162900,000000	4,9591e-004	-1,8913e-002	3,1832e-003	5,3513e-004	
163000,000000	4,8328e-004	-1,1348e-002	3,1339e-003	5,4699e-004	
163100,000000	5,3034e-004	-7,5652e-003	3,0277e-003	5,4259e-004	
163200,000000	5,4278e-004	-1,1348e-002	2,9252e-003	5,4909e-004	
163300,000000	5,3800e-004	-1,1348e-002	2,8152e-003	5,4909e-004	
163400,000000	5,4221e-004	-1,5130e-002	2,7317e-003	5,3723e-004	
163500,000000	4,7696e-004	-7,5652e-003	2,6483e-003	5,3455e-004	
163600,000000	4,7505e-004	-1,5130e-002	2,5724e-003	5,6363e-004	
163700,000000	4,8270e-004	-2,2695e-002	2,5041e-003	5,6038e-004	
163800,000000	5,3876e-004	-2,6478e-002	2,4130e-003	5,6249e-004	
163900,000000	5,2059e-004	-7,5652e-003	2,3220e-003	5,2403e-004	
164000,000000	5,2193e-004	-1,5130e-002	2,2916e-003	5,0930e-004	
164100,000000	5,3111e-004	-1,8913e-002	2,2119e-003	5,1102e-004	
164200,000000	4,8194e-004	-1,1348e-002	2,1702e-003	5,0643e-004	
164300,000000	4,9246e-004	-1,1348e-002	2,1057e-003	5,6210e-004	
164400,000000	5,1064e-004	-1,5130e-002	2,0222e-003	5,5579e-004	
164500,000000	5,0605e-004	-1,5130e-002	1,9843e-003	5,5598e-004	
164600,000000	4,9858e-004	-1,5130e-002	1,9084e-003	5,0069e-004	
164700,000000	4,9457e-004	-1,8913e-002	1,8970e-003	4,9342e-004	
164800,000000	4,9361e-004	-1,5130e-002	1,8705e-003	4,7735e-004	
164900,000000	4,9342e-004	0,0000e+000	1,7984e-003	4,7792e-004	
165000,000000	4,8117e-004	-1,5130e-002	1,7718e-003	5,4833e-004	
165100,000000	4,7677e-004	-7,5652e-003	1,7035e-003	5,3608e-004	
165200,000000	5,1332e-004	-2,2695e-002	1,6618e-003	5,3781e-004	
165300,000000	5,0241e-004	-1,1348e-002	1,6352e-003	4,9036e-004	
165400,000000	4,9629e-004	-2,2695e-002	1,6163e-003	4,8251e-004	
165500,000000	5,2039e-004	-1,1348e-002	1,5632e-003	4,7103e-004	
165600,000000	4,7180e-004	-1,8913e-002	1,5442e-003	4,8290e-004	
165700,000000	4,7850e-004	-2,2695e-002	1,4987e-003	5,4163e-004	
165800,000000	4,7983e-004	-1,8913e-002	1,4266e-003	5,3570e-004	
165900,000000	5,0241e-004	-1,5130e-002	1,4000e-003	5,3073e-004	
166000,000000	4,9686e-004	-1,1348e-002	1,3734e-003	4,7046e-004	
166100,000000	4,7410e-004	-1,1348e-002	1,3810e-003	4,8003e-004	
166200,000000	4,8672e-004	-1,8913e-002	1,3659e-003	4,5955e-004	
166300,000000	5,0126e-004	-1,8913e-002	1,3090e-003	4,7850e-004	
166400,000000	4,8902e-004	-1,5130e-002	1,2976e-003	5,4125e-004	
166500,000000	5,0452e-004	-1,1348e-002	1,2331e-003	5,2594e-004	
166600,000000	4,7830e-004	-1,8913e-002	1,1989e-003	5,2422e-004	
166700,000000	4,5841e-004	-1,8913e-002	1,1875e-003	4,7907e-004	
166800,000000	4,5707e-004	-1,8913e-002	1,1951e-003	4,6319e-004	
166900,000000	4,5209e-004	-1,8913e-002	1,1913e-003	4,7543e-004	
167000,000000	5,0566e-004	-1,8913e-002	1,1800e-003	4,7926e-004	
167100,000000	5,2422e-004	-1,8913e-002	1,1306e-003	5,0222e-004	
167200,000000	5,0547e-004	-7,5652e-003	1,0851e-003	4,9246e-004	
167300,000000	4,6128e-004	-1,1348e-002	1,0699e-003	4,7467e-004	
167400,000000	4,4922e-004	-1,1348e-002	1,0623e-003	5,0413e-004	
167500,000000	4,4100e-004	-2,2695e-002	1,0699e-003	5,0260e-004	
167600,000000	4,6319e-004	-1,8913e-002	1,0358e-003	5,0490e-004	
167700,000000	5,0318e-004	-1,8913e-002	1,0054e-003	5,2116e-004	
167800,000000	5,0126e-004	-1,5130e-002	9,8266e-004	4,5898e-004	
167900,000000	4,9170e-004	-1,8913e-002	9,8646e-004	4,5343e-004	
168000,000000	4,6491e-004	-3,7826e-003	9,7507e-004	4,5305e-004	
168100,000000	4,8022e-004	-2,6478e-002	9,6369e-004	5,1217e-004	
168200,000000	4,8519e-004	-1,5130e-002	9,1437e-004	5,1733e-004	
168300,000000	5,1217e-004	-1,5130e-002	8,9919e-004	4,9323e-004	
168400,000000	4,5764e-004	-1,1348e-002	8,5746e-004	5,0184e-004	
168500,000000	4,3334e-004	-2,6478e-002	8,8022e-004	4,8232e-004	
168600,000000	4,4980e-004	-1,8913e-002	8,8022e-004	4,7543e-004	
168700,000000	5,0432e-004	-7,5652e-003	8,7263e-004	5,0987e-004	
168800,000000	4,4578e-004	3,9948e+001	7,7778e-004	4,6281e-004	
168900,000000	4,6549e-004	3,9952e+001	1,2027e-003	5,3034e-004	
169000,000000	5,0892e-004	3,9955e+001	1,9236e-003	4,8921e-004	
169100,000000	5,1580e-004	3,9955e+001	2,7279e-003	5,3589e-004	
169200,000000	4,6510e-004	3,9952e+001	3,5437e-003	5,5024e-004	
169300,000000	4,6242e-004	3,9959e+001	4,4277e-003	6,2945e-004	
169400,000000	4,4234e-004	3,9959e+001	5,2092e-003	5,9233e-004	
169500,000000	5,0222e-004	3,9952e+001	5,9718e-003	6,3787e-004	
169600,000000	4,6395e-004	3,9959e+001	6,7269e-003	6,1529e-004	
169700,000000	4,7237e-004	3,9963e+001	7,3870e-003	7,0330e-004	
169800,000000	4,5668e-004	3,9952e+001	8,0320e-003	6,7077e-004	
169900,000000	5,0490e-004	3,9959e+001	8,6542e-003	7,0885e-004	
170000,000000	4,4827e-004	3,9963e+001	9,2954e-003	6,9545e-004	
170100,000000	4,6587e-004	3,9955e+001	9,7773e-003	7,4768e-004	
170200,000000	4,6663e-004	3,9959e+001	1,0297e-002	7,6873e-004	
170300,000000	5,1504e-004	3,9952e+001	1,0802e-002	7,3716e-004	
170400,000000	4,4559e-004	3,9952e+001	1,1284e-002	7,8174e-004	
170500,000000	4,5248e-004	3,9963e+001	1,1674e-002	7,8423e-004	
170600,000000	5,0088e-004	3,9955e+001	1,2111e-002	8,0145e-004	
170700,000000	4,6147e-004	3,9952e+001	1,2513e-002	7,6950e-004	
170800,000000	4,8328e-004	3,9959e+001	1,2843e-002	8,2594e-004	
170900,000000	4,8577e-004	3,9963e+001	1,3200e-002	8,4985e-004	
171000,000000	5,0356e-004	3,9959e+001	1,3545e-002	8,1618e-004	
171100,000000	4,4846e-004	3,9952e+001	1,3841e-002	8,4755e-004	
171200,000000	4,5668e-004	3,9959e+001	1,4114e-002	8,2574e-004	
171300,000000	5,2135e-004	3,9952e+001	1,4379e-002	8,3359e-004	
171400,000000	4,4827e-004	3,9963e+001	1,4664e-002	8,6324e-004	
171500,000000	4,6376e-004	3,9959e+001	1,4884e-002	8,5789e-004	
171600,000000	5,2633e-004	3,9959e+001	1,5116e-002	8,7472e-004	
171700,000000	4,5975e-004	3,9952e+001	1,5374e-002	8,7549e-004	
171800,000000	5,2690e-004	3,9959e+001	1,5529e-002	8,7070e-004	
171900,000000	5,3704e-004	3,9959e+001	1,5742e-002	8,8161e-004	
172000,000000	4,6778e-004	3,9952e+001	1,5897e-002	8,8888e-004	
172100,000000	5,1733e-004	3,9959e+001	1,6106e-002	9,1050e-004	
172200,000000	5,2843e-004	3,9970e+001	1,6284e-002	8,7281e-004	
172300,000000	4,8041e-004	3,9959e+001	1,6394e-002	8,9558e-004	
172400,000000	5,3838e-004	3,9952e+001	1,6538e-002	9,0954e-004	
172500,000000	4,8060e-004	3,9955e+001	1,6724e-002	8,9921e-004	
172600,000000	4,7907e-004	3,9959e+001	1,6838e-002	9,3441e-004	
172700,000000	5,2480e-004	3,9955e+001	1,6990e-002	9,3078e-004	
172800,000000	4,8615e-004	3,9948e+001	1,7119e-002	9,0151e-004	
172900,000000	4,9227e-004	3,9955e+001	1,7210e-002	9,3633e-004	
173000,000000	5,4508e-004	3,9948e+001	1,7316e-002	9,5336e-004	
173100,000000	4,9151e-004	3,9952e+001	1,7426e-002	9,2121e-004	
173200,000000	5,2709e-004	3,9967e+001	1,7513e-002	9,4723e-004	
173300,000000	5,4584e-004	3,9959e+001	1,7627e-002	9,1662e-004	
173400,000000	5,0490e-004	3,9959e+001	1,7688e-002	9,0954e-004	
173500,000000	5,2671e-004	3,9959e+001	1,7756e-002	9,6770e-004	
173600,000000	5,4182e-004	3,9967e+001	1,7893e-002	9,2868e-004	
173700,000000	5,0107e-004	3,9955e+001	1,7927e-002	9,2427e-004	
173800,000000	5,4144e-004	3,9959e+001	1,8003e-002	9,7364e-004	
173900,000000	5,2767e-004	3,9955e+001	1,8105e-002	9,3843e-004	
174000,000000	5,0777e-004	3,9952e+001	1,8143e-002	9,8320e-004	
174100,000000	5,4641e-004	3,9955e+001	1,8261e-002	9,9219e-004	
174200,000000	5,0643e-004	3,9963e+001	1,8314e-002	9,4226e-004	
174300,000000	5,0911e-004	3,9967e+001	1,8340e-002	9,7134e-004	
174400,000000	5,7837e-004	3,9963e+001	1,8413e-002	9,7918e-004	
174500,000000	5,0298e-004	3,9963e+001	1,8496e-002	9,6981e-004	
174600,000000	5,5196e-004	3,9959e+001	1,8526e-002	9,7689e-004	
174700,000000	5,7530e-004	3,9963e+001	1,8580e-002	9,5450e-004	
174800,000000	5,1466e-004	3,9959e+001	1,8617e-002	9,7670e-004	
174900,000000	5,6650e-004	3,9955e+001	1,8667e-002	9,8129e-004	
175000,000000	5,7550e-004	3,9970e+001	1,8739e-002	9,8837e-004	
175100,000000	5,1198e-004	3,9952e+001	1,8758e-002	9,9583e-004	
175200,000000	5,7339e-004	3,9959e+001	1,8792e-002	9,5776e-004	
175300,000000	5,2518e-004	3,9955e+001	1,8853e-002	1,0159e-003	
175400,000000	5,2786e-004	3,9955e+001	1,8898e-002	9,7134e-004	
175500,000000	5,4871e-004	3,9963e+001	1,8936e-002	9,5240e-004	
175600,000000	5,4967e-004	3,9959e+001	1,8948e-002	1,0100e-003	
175700,000000	5,7722e-004	3,9959e+001	1,9020e-002	9,7689e-004	
175800,000000	5,2958e-004	3,9955e+001	1,9054e-002	9,8722e-004	
175900,000000	5,8009e-004	3,9952e+001	1,9088e-002	1,0088e-003	
176000,000000	5,2671e-004	3,9955e+001	1,9122e-002	9,9200e-004	
176100,000000	5,3073e-004	3,9955e+001	1,9133e-002	9,9506e-004	
176200,000000	5,7626e-004	3,9955e+001	1,9179e-002	9,7976e-004	
176300,000000	5,3360e-004	3,9967e+001	1,9206e-002	1,0331e-003	
176400,000000	5,6382e-004	3,9959e+001	1,9247e-002	9,7230e-004	
176500,000000	5,3666e-004	3,9952e+001	1,9243e-002	9,7861e-004	
176600,000000	5,8831e-004	3,9959e+001	1,9255e-002	1,0096e-003	
176700,000000	5,3226e-004	3,9959e+001	1,9316e-002	1,0322e-003	
176800,000000	5,5541e-004	3,9955e+001	1,9353e-002	9,8339e-004	
176900,000000	5,4986e-004	3,9963e+001	1,9350e-002	9,8435e-004	
177000,000000	5,9157e-004	3,9948e+001	1,9369e-002	1,0174e-003	
177100,000000	5,8831e-004	3,9952e+001	1,9414e-002	1,0366e-003	
177200,000000	5,7626e-004	3,9955e+001	1,9471e-002	1,0402e-003	
177300,000000	5,3187e-004	3,9948e+001	1,9475e-002	1,0117e-003	
177400,000000	5,8640e-004	3,9955e+001	1,9479e-002	9,9506e-004	
177500,000000	5,6191e-004	3,9959e+001	1,9509e-002	1,0419e-003	
177600,000000	6,0821e-004	3,9963e+001	1,9517e-002	1,0308e-003	
177700,000000	5,4986e-004	3,9952e+001	1,9524e-002	1,0450e-003	
177800,000000	5,8468e-004	3,9955e+001	1,9577e-002	9,9679e-004	
177900,000000	5,4182e-004	3,9963e+001	1,9577e-002	1,0301e-003	
178000,000000	6,0152e-004	3,9959e+001	1,9608e-002	1,0067e-003	
178100,000000	5,6803e-004	3,9948e+001	1,9623e-002	1,0595e-003	
178200,000000	6,0247e-004	3,9952e+001	1,9672e-002	1,0111e-003	
178300,000000	5,4469e-004	3,9952e+001	1,9649e-002	1,0500e-003	
178400,000000	5,7970e-004	3,9967e+001	1,9672e-002	9,9889e-004	
178500,000000	5,5560e-004	3,9959e+001	1,9668e-002	1,0488e-003	
178600,000000	6,0439e-004	3,9952e+001	1,9706e-002	1,0240e-003	
178700,000000	5,8487e-004	3,9959e+001	1,9710e-002	1,0659e-003	
178800,000000	5,7722e-004	4,7396e+000	1,9813e-002	1,0077e-003	
178900,000000	5,8870e-004	-1,0969e-001	1,9509e-002	1,0318e-003	
179000,000000	5,6287e-004	-1,1348e-002	1,8860e-002	1,0182e-003	
179100,000000	6,0152e-004	-2,2695e-002	1,8052e-002	9,8779e-004	
179200,000000	6,0821e-004	-1,8913e-002	1,7278e-002	9,2829e-004	
179300,000000	6,0400e-004	-1,1348e-002	1,6443e-002	9,0916e-004	
179400,000000	5,4967e-004	-1,5130e-002	1,5586e-002	9,2427e-004	
179500,000000	6,0305e-004	-1,5130e-002	1,4808e-002	9,1433e-004	
179600,000000	5,8353e-004	-1,1348e-002	1,4114e-002	8,4909e-004	
179700,000000	6,2180e-004	-1,1348e-002	1,3401e-002	8,3091e-004	
179800,000000	5,4795e-004	-1,8913e-002	1,2684e-002	8,5769e-004	
179900,000000	5,6918e-004	-1,5130e-002	1,2031e-002	8,3321e-004	
180000,000000	6,0056e-004	-1,8913e-002	1,1469e-002	8,5329e-004	
180100,000000	5,9578e-004	-1,1348e-002	1,0866e-002	7,6012e-004	
180200,000000	5,5005e-004	-1,5130e-002	1,0305e-002	8,0967e-004	
180300,000000	5,6076e-004	-1,5130e-002	9,7925e-003	7,6165e-004	
180400,000000	6,1146e-004	-2,2695e-002	9,3637e-003	7,6433e-004	
180500,000000	5,7492e-004	-1,5130e-002	8,8667e-003	7,3448e-004	
180600,000000	5,7167e-004	-1,8913e-002	8,4456e-003	7,6433e-004	
180700,000000	5,8736e-004	-2,2695e-002	8,0510e-003	7,6605e-004	
180800,000000	5,9941e-004	-1,1348e-002	7,6564e-003	6,9144e-004	
180900,000000	5,5541e-004	-3,0261e-002	7,3112e-003	7,4175e-004	
181000,000000	5,5522e-004	-2,2695e-002	6,9659e-003	6,8646e-004	
181100,000000	6,1606e-004	-7,5652e-003	6,6662e-003	7,0636e-004	
181200,000000	5,5655e-004	-2,2695e-002	6,3778e-003	6,7977e-004	
181300,000000	5,5522e-004	-1,1348e-002	6,0439e-003	7,0770e-004	
181400,000000	5,9444e-004	-1,1348e-002	5,8315e-003	7,0980e-004	
181500,000000	5,8736e-004	-1,1348e-002	5,5849e-003	6,3595e-004	
181600,000000	5,4852e-004	-2,2695e-002	5,3307e-003	6,9373e-004	
181700,000000	5,4603e-004	-2,2695e-002	5,1106e-003	6,5222e-004	
181800,000000	6,0209e-004	-1,1348e-002	4,9247e-003	6,7422e-004	
181900,000000	5,6669e-004	-1,8913e-002	4,6819e-003	6,2352e-004	
182000,000000	5,8544e-004	-7,5652e-003	4,5187e-003	6,7843e-004	
182100,000000	5,5235e-004	-1,1348e-002	4,3290e-003	6,6102e-004	
182200,000000	5,9654e-004	-2,2695e-002	4,1621e-003	6,2447e-004	
182300,000000	5,4699e-004	-1,8913e-002	4,0179e-003	6,2371e-004	
182400,000000	5,6325e-004	-1,5130e-002	3,8282e-003	6,5489e-004	
182500,000000	5,5636e-004	-1,1348e-002	3,7182e-003	6,6312e-004	
182600,000000	5,9731e-004	-1,8913e-002	3,5664e-003	5,9405e-004	
182700,000000	5,9922e-004	-2,2695e-002	3,4602e-003	6,1950e-004	
182800,000000	5,5177e-004	-1,5130e-002	3,3084e-003	5,9673e-004	
182900,000000	5,5655e-004	-1,8913e-002	3,2174e-003	6,3882e-004	
183000,000000	5,8506e-004	-1,8913e-002	3,0808e-003	5,9386e-004	
183100,000000	6,0592e-004	-1,5130e-002	3,0201e-003	5,9444e-004	
183200,000000	5,4488e-004	-2,2695e-002	2,8721e-003	5,9673e-004	
183300,000000	5,6057e-004	-1,5130e-002	2,7773e-003	6,2868e-004	
183400,000000	5,3876e-004	-1,1348e-002	2,7128e-003	5,7530e-004	
183500,000000	6,0266e-004	-1,5130e-002	2,6558e-003	6,0572e-004	
183600,000000	5,5273e-004	-2,6478e-002	2,5800e-003	5,6708e-004	
183700,000000	5,4909e-004	-1,5130e-002	2,4472e-003	6,3710e-004	
183800,000000	5,4546e-004	-1,8913e-002	2,4016e-003	5,6115e-004	
183900,000000	5,8277e-004	-7,5652e-003	2,3447e-003	5,8219e-004	
184000,000000	5,3494e-004	-7,5652e-003	2,2764e-003	5,8257e-004	
184100,000000	5,3168e-004	-1,1348e-002	2,1740e-003	6,0439e-004	
184200,000000	5,6153e-004	-7,5652e-003	2,1664e-003	6,1778e-004	
184300,000000	5,7301e-004	-1,5130e-002	2,0829e-003	5,3991e-004	
184400,000000	5,1504e-004	-1,5130e-002	1,9995e-003	5,9903e-004	
184500,000000	5,3474e-004	-2,2695e-002	1,9615e-003	5,5713e-004	
184600,000000	5,9061e-004	-1,5130e-002	1,9274e-003	5,6382e-004	
184700,000000	5,1638e-004	-1,1348e-002	1,8781e-003	5,8047e-004	
184800,000000	5,2767e-004	-1,8913e-002	1,7984e-003	5,9042e-004	
184900,000000	5,6191e-004	-7,5652e-003	1,7984e-003	5,8200e-004	
185000,000000	5,2805e-004	-1,5130e-002	1,7415e-003	5,4718e-004	
185100,000000	5,6765e-004	-3,7826e-003	1,6732e-003	5,9080e-004	
185200,000000	5,5598e-004	-7,5652e-003	1,6732e-003	5,3800e-004	
185300,000000	5,6363e-004	-1,5130e-002	1,5821e-003	5,3455e-004	
185400,000000	5,2709e-004	-3,7826e-003	1,5669e-003	5,9252e-004	
185500,000000	5,1599e-004	-1,1348e-002	1,5404e-003	5,5215e-004	
185600,000000	5,8238e-004	-2,2695e-002	1,5062e-003	5,3685e-004	
185700,000000	5,0872e-004	-3,7826e-003	1,4797e-003	5,5789e-004	
185800,000000	5,6593e-004	-1,5130e-002	1,4152e-003	5,7645e-004	
185900,000000	5,6784e-004	-2,2695e-002	1,4000e-003	5,1791e-004	
186000,000000	5,3608e-004	-1,5130e-002	1,3393e-003	5,3819e-004	
186100,000000	5,3570e-004	-1,8913e-002	1,3014e-003	5,9157e-004	
186200,000000	5,1733e-004	-1,5130e-002	1,3090e-003	5,3513e-004	
186300,000000	5,7664e-004	-1,8913e-002	1,3127e-003	5,5101e-004	
186400,000000	5,1695e-004	-1,5130e-002	1,2520e-003	5,4163e-004	
186500,000000	5,5043e-004	-1,1348e-002	1,2065e-003	5,6899e-004	
186600,000000	5,4201e-004	-1,8913e-002	1,2369e-003	5,2212e-004	
186700,000000	5,6229e-004	-2,2695e-002	1,1724e-003	5,1580e-004	
186800,000000	4,9839e-004	-1,8913e-002	1,1648e-003	5,6536e-004	
186900,000000	5,1485e-004	-1,8913e-002	1,1192e-003	5,5541e-004	
187000,000000	5,6631e-004	-1,5130e-002	1,1344e-003	5,6134e-004	
187100,000000	5,2288e-004	-1,5130e-002	1,0965e-003	5,2958e-004	
187200,000000	5,2346e-004	-7,5652e-003	1,0472e-003	5,7951e-004	
187300,000000	5,1025e-004	-1,5130e-002	1,0585e-003	5,1867e-004	
187400,000000	5,6823e-004	-2,2695e-002	1,0623e-003	5,4737e-004	
187500,000000	5,2288e-004	-2,2695e-002	1,0282e-003	5,3034e-004	
187600,000000	5,0241e-004	-7,5652e-003	9,5990e-004	5,6899e-004	
187700,000000	5,2346e-004	-1,5130e-002	1,0244e-003	5,6153e-004	
187800,000000	5,5809e-004	-1,1348e-002	9,5610e-004	5,0739e-004	
187900,000000	4,9591e-004	-1,5130e-002	9,7128e-004	5,5617e-004	
188000,000000	4,9782e-004	-1,5130e-002	9,3334e-004	5,4795e-004	
188100,000000	5,6650e-004	-7,5652e-003	9,4093e-004	5,4067e-004	
188200,000000	5,1580e-004	-1,1348e-002	9,1437e-004	5,1446e-004	
188300,000000	5,3111e-004	-1,1348e-002	8,7263e-004	5,7473e-004	
188400,000000	5,1408e-004	-1,8913e-002	8,7263e-004	5,4775e-004	
188500,000000	5,5005e-004	-3,7826e-003	8,6505e-004	5,2173e-004	
188600,000000	4,9380e-004	-2,2695e-002	8,7263e-004	5,3991e-004	
188700,000000	5,0566e-004	-3,7826e-003	8,1572e-004	5,4775e-004	
188800,000000	5,4087e-004	-1,8913e-002	8,4228e-004	5,6172e-004	
188900,000000	5,3742e-004	-1,8913e-002	8,0813e-004	5,0719e-004	
189000,000000	5,4316e-004	-2,2695e-002	7,8158e-004	5,5005e-004	
189100,000000	4,9820e-004	-1,5130e-002	8,0055e-004	5,5349e-004	
189200,000000	5,6689e-004	-1,1348e-002	7,3984e-004	5,3034e-004	
189300,000000	4,9858e-004	-1,5130e-002	7,5502e-004	5,1466e-004	
