sys1_polBas_0002.rec ( 4191 Echant/voies ) Période acquisition :100ms
Date :07/07/2023 15:52:59
Temps	y[V]	u[V]	phi[V]	
0,000000	-3,1951e-005	3,9952e+001	6,2765e-003	
100,000000	2,4872e-006	3,9955e+001	9,9917e-003	
200,000000	1,6645e-005	3,9955e+001	1,3350e-002	
300,000000	-7,6529e-007	3,9952e+001	1,6493e-002	
400,000000	-2,6976e-005	3,9955e+001	1,9374e-002	
500,000000	-4,2282e-005	3,9963e+001	2,2001e-002	
600,000000	-3,2907e-005	3,9959e+001	2,4449e-002	
700,000000	-1,0331e-005	3,9952e+001	2,6663e-002	
800,000000	5,9310e-006	3,9963e+001	2,8765e-002	
900,000000	-2,4872e-006	3,9948e+001	3,0707e-002	
1000,000000	-3,3864e-005	3,9963e+001	3,2536e-002	
1100,000000	-5,6249e-005	3,9959e+001	3,4197e-002	
1200,000000	-5,2805e-005	3,9955e+001	3,5792e-002	
1300,000000	-3,4821e-005	3,9955e+001	3,7237e-002	
1400,000000	-8,2268e-006	3,9952e+001	3,8560e-002	
1500,000000	-1,9132e-006	3,9959e+001	3,9836e-002	
1600,000000	-8,6095e-006	3,9955e+001	4,0999e-002	
1700,000000	-3,1568e-005	3,9955e+001	4,2134e-002	
1800,000000	-4,6300e-005	3,9959e+001	4,3185e-002	
1900,000000	-3,6734e-005	3,9952e+001	4,4123e-002	
2000,000000	-1,2627e-005	3,9952e+001	4,5043e-002	
2100,000000	1,3966e-005	3,9959e+001	4,5878e-002	
2200,000000	7,0789e-006	3,9959e+001	4,6638e-002	
2300,000000	-2,2002e-005	3,9955e+001	4,7444e-002	
2400,000000	-4,0369e-005	3,9959e+001	4,8148e-002	
2500,000000	-3,5203e-005	3,9952e+001	4,8833e-002	
2600,000000	-1,1671e-005	3,9959e+001	4,9471e-002	
2700,000000	1,7793e-005	3,9955e+001	5,0024e-002	
2800,000000	1,2819e-005	3,9955e+001	5,0606e-002	
2900,000000	-9,9487e-006	3,9955e+001	5,1141e-002	
3000,000000	-3,6734e-005	3,9955e+001	5,1666e-002	
3100,000000	-4,3430e-005	3,9952e+001	5,2135e-002	
3200,000000	-2,4872e-005	3,9952e+001	5,2604e-002	
3300,000000	-3,8264e-006	3,9955e+001	5,3036e-002	
