sys1_isoFlu_0002.rec ( 5994 Echant/voies ) Période acquisition :100ms
Date :06/07/2023 13:20:06
Temps	y[V]	u[V]	phi[V]	
0,000000	-2,5063e-005	5,9939e+001	-8,3469e-005	
100,000000	2,2959e-005	5,9939e+001	9,9404e-004	
200,000000	5,7779e-005	5,9939e+001	2,0526e-003	
300,000000	-1,2627e-005	5,9924e+001	3,0960e-003	
400,000000	-1,5497e-005	5,9920e+001	4,0027e-003	
500,000000	3,6160e-005	5,9943e+001	4,7805e-003	
600,000000	4,0560e-005	5,9943e+001	5,4748e-003	
700,000000	-2,4872e-006	5,9935e+001	6,0933e-003	
800,000000	-1,5880e-005	5,9946e+001	6,6396e-003	
900,000000	4,7256e-005	5,9943e+001	7,0683e-003	
1000,000000	4,4769e-005	5,9943e+001	7,4439e-003	
1100,000000	-4,9744e-006	5,9927e+001	7,8006e-003	
1200,000000	-1,8558e-005	5,9943e+001	8,1079e-003	
1300,000000	1,0905e-005	5,9931e+001	8,3621e-003	
1400,000000	4,8213e-005	5,9943e+001	8,5822e-003	
1500,000000	5,3187e-005	5,9946e+001	8,7491e-003	
1600,000000	5,3570e-006	5,9931e+001	8,9502e-003	
1700,000000	-8,8008e-006	5,9935e+001	9,1095e-003	
1800,000000	2,0280e-005	5,9935e+001	9,2234e-003	
1900,000000	4,7256e-005	5,9931e+001	9,3486e-003	
2000,000000	6,6197e-005	5,9946e+001	9,4510e-003	
2100,000000	5,4909e-005	5,9935e+001	9,5421e-003	
2200,000000	6,8876e-006	5,9931e+001	9,6711e-003	
2300,000000	-3,8264e-006	5,9935e+001	9,7545e-003	
2400,000000	4,0178e-006	5,9943e+001	9,8494e-003	
2500,000000	2,3915e-005	5,9935e+001	9,9518e-003	
2600,000000	6,2754e-005	5,9943e+001	1,0024e-002	
2700,000000	7,1746e-005	5,9927e+001	1,0096e-002	
2800,000000	6,0649e-005	5,9931e+001	1,0176e-002	
2900,000000	4,8404e-005	5,9939e+001	1,0271e-002	
3000,000000	1,9132e-005	5,9931e+001	1,0373e-002	
3100,000000	0,0000e+000	5,9931e+001	1,0468e-002	
3200,000000	1,6262e-005	5,9939e+001	1,0536e-002	
3300,000000	3,4247e-005	5,9943e+001	1,0604e-002	
3400,000000	5,9310e-005	5,9943e+001	1,0661e-002	
3500,000000	8,8773e-005	5,9935e+001	1,0699e-002	
3600,000000	7,4807e-005	5,9939e+001	1,0775e-002	
3700,000000	4,3430e-005	5,9927e+001	1,0840e-002	
3800,000000	2,8698e-005	5,9943e+001	1,0908e-002	
3900,000000	2,2002e-005	5,9935e+001	1,0976e-002	
4000,000000	5,1274e-005	5,9927e+001	1,1018e-002	
4100,000000	9,5087e-005	5,9939e+001	1,1067e-002	
4200,000000	9,2600e-005	5,9935e+001	1,1117e-002	
4300,000000	5,3953e-005	5,9927e+001	1,1177e-002	
4400,000000	3,7499e-005	5,9924e+001	1,1242e-002	
4500,000000	4,1325e-005	5,9935e+001	1,1291e-002	
4600,000000	5,9692e-005	5,9931e+001	1,1337e-002	
4700,000000	1,0599e-004	5,9946e+001	1,1371e-002	
4800,000000	1,2245e-004	5,9939e+001	1,1405e-002	
4900,000000	1,0217e-004	5,9935e+001	1,1447e-002	
5000,000000	7,5955e-005	5,9931e+001	1,1488e-002	
5100,000000	5,7588e-005	5,9931e+001	1,1530e-002	
5200,000000	4,5152e-005	5,9927e+001	1,1579e-002	
5300,000000	7,1172e-005	5,9939e+001	1,1621e-002	
5400,000000	1,1709e-004	5,9939e+001	1,1636e-002	
5500,000000	1,2608e-004	5,9935e+001	1,1659e-002	
5600,000000	1,1269e-004	5,9939e+001	1,1705e-002	
5700,000000	9,6235e-005	5,9927e+001	1,1746e-002	
5800,000000	7,8825e-005	5,9927e+001	1,1784e-002	
5900,000000	5,6249e-005	5,9935e+001	1,1822e-002	
6000,000000	8,0738e-005	5,9931e+001	1,1868e-002	
6100,000000	1,1728e-004	5,9939e+001	1,1883e-002	
6200,000000	1,3641e-004	5,9943e+001	1,1891e-002	
6300,000000	1,3278e-004	5,9935e+001	1,1913e-002	
6400,000000	1,2187e-004	5,9939e+001	1,1944e-002	
6500,000000	9,9296e-005	5,9939e+001	1,1985e-002	
6600,000000	6,8493e-005	5,9931e+001	1,2042e-002	
6700,000000	7,4998e-005	5,9939e+001	1,2054e-002	
6800,000000	1,0599e-004	5,9939e+001	1,2092e-002	
6900,000000	1,4081e-004	5,9935e+001	1,2092e-002	
7000,000000	1,4885e-004	5,9931e+001	1,2122e-002	
7100,000000	1,5593e-004	5,9943e+001	1,2145e-002	
7200,000000	1,4387e-004	5,9939e+001	1,2168e-002	
7300,000000	1,0657e-004	5,9935e+001	1,2187e-002	
7400,000000	8,2842e-005	5,9939e+001	1,2236e-002	
7500,000000	9,8913e-005	5,9931e+001	1,2247e-002	
7600,000000	1,3412e-004	5,9935e+001	1,2259e-002	
7700,000000	1,5114e-004	5,9927e+001	1,2278e-002	
7800,000000	1,6128e-004	5,9935e+001	1,2281e-002	
7900,000000	1,6836e-004	5,9943e+001	1,2293e-002	
8000,000000	1,5861e-004	5,9939e+001	1,2327e-002	
8100,000000	1,1460e-004	5,9935e+001	1,2361e-002	
8200,000000	9,6043e-005	5,9943e+001	1,2391e-002	
8300,000000	1,1690e-004	5,9935e+001	1,2407e-002	
8400,000000	1,4196e-004	5,9935e+001	1,2414e-002	
8500,000000	1,6014e-004	5,9927e+001	1,2437e-002	
8600,000000	1,7506e-004	5,9939e+001	1,2448e-002	
8700,000000	1,8558e-004	5,9935e+001	1,2448e-002	
8800,000000	1,7544e-004	5,9935e+001	1,2463e-002	
8900,000000	1,3488e-004	5,9931e+001	1,2494e-002	
9000,000000	1,0886e-004	5,9939e+001	1,2532e-002	
9100,000000	1,2474e-004	5,9935e+001	1,2551e-002	
9200,000000	1,3947e-004	5,9935e+001	1,2562e-002	
9300,000000	1,5688e-004	5,9931e+001	1,2581e-002	
9400,000000	1,8443e-004	5,9943e+001	1,2589e-002	
9500,000000	1,9553e-004	5,9927e+001	1,2592e-002	
9600,000000	2,0127e-004	5,9935e+001	1,2589e-002	
9700,000000	2,0491e-004	5,9935e+001	1,2604e-002	
9800,000000	1,8003e-004	5,9927e+001	1,2623e-002	
9900,000000	1,5574e-004	5,9931e+001	1,2657e-002	
10000,000000	1,5325e-004	5,9943e+001	1,2691e-002	
10100,000000	1,4751e-004	5,9943e+001	1,2718e-002	
10200,000000	1,4158e-004	5,9943e+001	1,2729e-002	
10300,000000	1,4674e-004	5,9935e+001	1,2748e-002	
