0
0,019
0,038
0,057
0,076
0,095
0,114
0,133
0,152
0,171
0,19
0,209
0,228
0,247
0,266
0,285
0,304
0,323
0,342
0,361
0,38
0,399
0,418
0,437
0,456
0,475
0,494
0,513
0,532
0,551
0,57
0,589
0,608
0,627
0,646
0,665
0,684
0,703
0,722
0,741
0,76
0,779
0,798
0,817
0,836
0,855
0,874
0,893
0,912
0,931
0,95
0,969
0,988
1,007
1,026
1,045
1,064
1,083
1,102
1,121
1,14
1,159
1,178
1,197
1,216
1,235
1,254
1,273
1,292
1,311
1,33
1,349
1,368
1,387
1,406
1,425
1,444
1,463
1,482
1,501
1,52
1,539
1,558
1,577
1,596
1,615
1,634
1,653
1,672
1,691
1,71
1,729
1,748
1,767
1,786
1,805
1,824
1,843
1,862
1,881
1,9
1,919
1,938
1,957
1,976
1,995
2,014
2,033
2,052
2,071
2,09
2,109
2,128
2,147
2,166
2,185
2,204
2,223
2,242
2,261
2,28
2,299
2,318
2,337
2,356
2,375
2,394
2,413
2,432
2,451
2,47
2,489
2,508
2,527
2,546
2,565
2,584
2,603
2,622
2,641
2,66
2,679
2,698
2,717
2,736
2,755
2,774
2,793
2,812
2,831
2,85
2,869
2,888
2,907
2,926
2,945
2,964
2,983
3,002
3,021
3,04
3,059
3,078
3,097
3,116
3,135
3,154
3,173
3,192
3,211
3,23
3,249
3,268
3,287
3,306
3,325
3,344
3,363
3,382
3,401
3,42
3,439
3,458
3,477
3,496
3,515
3,534
3,553
3,572
3,591
3,61
3,629
3,648
3,667
3,686
3,705
3,724
3,743
3,762
3,781
3,8
3,819
3,838
3,857
3,876
3,895
3,914
3,933
3,952
3,971
3,99
4,009
4,028
4,047
4,066
4,085
4,104
4,123
4,142
4,161
4,18
4,199
4,218
4,237
4,256
4,275
4,294
4,313
4,332
4,351
4,37
4,389
4,408
4,427
4,446
4,465
4,484
4,503
4,522
4,541
4,56
4,579
4,598
4,617
4,636
4,655
4,674
4,693
4,712
4,731
4,75
4,769
4,788
4,807
4,826
4,845
4,864
4,883
4,902
4,921
4,94
4,959
4,978
4,997
5,016
5,035
5,054
5,073
5,092
5,111
5,13
5,149
5,168
5,187
5,206
5,225
5,244
5,263
5,282
5,301
5,32
5,339
5,358
5,377
5,396
5,415
5,434
5,453
5,472
5,491
5,51
5,529
5,548
5,567
5,586
5,605
5,624
5,643
5,662
5,681
5,7
5,719
5,738
5,757
5,776
5,795
5,814
5,833
5,852
5,871
5,89
5,909
5,928
5,947
5,966
5,985
6,004
6,023
6,042
6,061
6,08
6,099
6,118
6,137
6,156
6,175
6,194
6,213
6,232
6,251
6,27
6,289
6,308
6,327
6,346
6,365
6,384
6,403
6,422
6,441
6,46
6,479
6,498
6,517
6,536
6,555
6,574
6,593
6,612
6,631
6,65
6,669
6,688
6,707
6,726
6,745
6,764
6,783
6,802
6,821
6,84
6,859
6,878
6,897
6,916
6,935
6,954
6,973
6,992
7,011
7,03
7,049
7,068
7,087
7,106
7,125
7,144
7,163
7,182
7,201
7,22
7,239
7,258
7,277
7,296
7,315
7,334
7,353
7,372
7,391
7,41
7,429
7,448
7,467
7,486
7,505
7,524
7,543
7,562
7,581
7,6
7,619
7,638
7,657
7,676
7,695
7,714
7,733
7,752
7,771
7,79
7,809
7,828
7,847
7,866
7,885
7,904
7,923
7,942
