sys1_isoPla_0006.rec ( 5992 Echant/voies ) Période acquisition :100ms
Date :04/07/2023 09:35:04
Temps	y[°C]	u[V]	
0,000000	2,2461e+001	5,9769e+001	
100,000000	2,2430e+001	5,9761e+001	
200,000000	2,1698e+001	5,9761e+001	
300,000000	2,2659e+001	5,9757e+001	
400,000000	2,2430e+001	5,9742e+001	
500,000000	2,1866e+001	5,9746e+001	
600,000000	2,2888e+001	5,9750e+001	
700,000000	2,2018e+001	5,9753e+001	
800,000000	2,1881e+001	5,9753e+001	
900,000000	2,2400e+001	5,9753e+001	
1000,000000	2,1942e+001	5,9757e+001	
1100,000000	2,1988e+001	5,9757e+001	
1200,000000	2,2827e+001	5,9753e+001	
1300,000000	2,1896e+001	5,9753e+001	
1400,000000	2,2644e+001	5,9757e+001	
1500,000000	2,2659e+001	5,9753e+001	
1600,000000	2,2263e+001	5,9746e+001	
1700,000000	2,3026e+001	5,9753e+001	
1800,000000	2,2720e+001	5,9753e+001	
1900,000000	2,2705e+001	5,9757e+001	
2000,000000	2,2919e+001	5,9753e+001	
2100,000000	2,2308e+001	5,9753e+001	
2200,000000	2,2903e+001	5,9750e+001	
2300,000000	2,2720e+001	5,9750e+001	
2400,000000	2,2400e+001	5,9746e+001	
2500,000000	2,3376e+001	5,9761e+001	
2600,000000	2,2476e+001	5,9757e+001	
2700,000000	2,2873e+001	5,9761e+001	
2800,000000	2,3239e+001	5,9761e+001	
2900,000000	2,2812e+001	5,9761e+001	
3000,000000	2,3651e+001	5,9757e+001	
3100,000000	2,2736e+001	5,9757e+001	
3200,000000	2,3438e+001	5,9757e+001	
3300,000000	2,3666e+001	5,9750e+001	
3400,000000	2,3621e+001	5,9753e+001	
3500,000000	2,4246e+001	5,9757e+001	
3600,000000	2,3331e+001	5,9757e+001	
3700,000000	2,4170e+001	5,9750e+001	
3800,000000	2,3132e+001	5,9746e+001	
3900,000000	2,3972e+001	5,9757e+001	
4000,000000	2,3087e+001	5,9746e+001	
4100,000000	2,4139e+001	5,9753e+001	
4200,000000	2,3346e+001	5,9753e+001	
4300,000000	2,4399e+001	5,9761e+001	
4400,000000	2,3712e+001	5,9761e+001	
4500,000000	2,4673e+001	5,9757e+001	
4600,000000	2,3834e+001	5,9750e+001	
4700,000000	2,4796e+001	5,9761e+001	
4800,000000	2,4002e+001	5,9753e+001	
4900,000000	2,4780e+001	5,9757e+001	
5000,000000	2,4094e+001	5,9757e+001	
5100,000000	2,4673e+001	5,9750e+001	
5200,000000	2,4307e+001	5,9761e+001	
5300,000000	2,4658e+001	5,9746e+001	
5400,000000	2,4902e+001	5,9757e+001	
5500,000000	2,4612e+001	5,9742e+001	
5600,000000	2,5284e+001	5,9742e+001	
5700,000000	2,4200e+001	5,9757e+001	
5800,000000	2,5253e+001	5,9753e+001	
5900,000000	2,4384e+001	5,9746e+001	
6000,000000	2,5467e+001	5,9746e+001	
6100,000000	2,4902e+001	5,9753e+001	
6200,000000	2,4582e+001	5,9761e+001	
6300,000000	2,5162e+001	5,9750e+001	
6400,000000	2,4506e+001	5,9757e+001	
